H<datetime,DIFF1_mean[mV],DIFF1_rms[mV],DIFF1_min[mV],DIFF1_max[mV],DIFF3_mean[mV],DIFF3_rms[mV],DIFF3_min[mV],DIFF3_max[mV],V2rms[V],P2real[W],PF2[],f2[Hz],notes>
M<2024/07/30 00:00:08,273.30,273.30,272.63,274.13,0.00,0.01,-0.04,0.05,232.43,0.26,0.00,50.006,>
M<2024/07/30 00:00:18,273.27,273.27,272.63,274.13,0.00,0.01,-0.04,0.04,232.44,-0.01,-0.00,49.942,>
M<2024/07/30 00:00:28,273.30,273.30,272.63,274.25,0.00,0.01,-0.09,0.04,232.18,0.06,0.00,49.932,>
M<2024/07/30 00:00:38,273.47,273.47,272.88,274.38,0.00,0.01,-0.09,0.04,232.15,0.22,0.00,49.991,>
M<2024/07/30 00:00:49,273.54,273.54,272.88,274.50,0.00,0.01,-0.04,0.04,232.48,0.08,0.00,49.925,>
M<2024/07/30 00:00:59,273.61,273.61,272.88,274.75,0.00,0.01,-0.03,0.04,232.32,0.20,0.00,49.890,>
M<2024/07/30 00:01:09,273.56,273.56,272.75,274.38,0.00,0.01,-0.04,0.06,232.13,0.05,0.00,49.918,>
M<2024/07/30 00:01:19,273.51,273.51,272.75,274.50,0.00,0.01,-0.03,0.05,232.00,0.43,0.00,49.903,>
M<2024/07/30 00:01:29,273.55,273.55,273.00,274.50,0.00,0.01,-0.04,0.04,232.12,0.37,0.00,49.897,>
M<2024/07/30 00:01:40,273.62,273.62,272.88,274.63,0.00,0.01,-0.04,0.04,232.25,-0.26,-0.00,49.916,>
M<2024/07/30 00:01:50,273.65,273.65,273.00,274.63,0.00,0.01,-0.05,0.04,232.00,-0.16,-0.00,49.904,>
M<2024/07/30 00:02:00,273.69,273.69,273.00,274.75,0.00,0.01,-0.04,0.04,232.29,0.18,0.00,50.004,>
M<2024/07/30 00:02:10,273.75,273.74,273.00,274.63,0.00,0.01,-0.04,0.04,232.96,0.31,0.00,49.942,>
M<2024/07/30 00:02:20,273.83,273.83,273.25,274.75,0.00,0.01,-0.04,0.04,232.80,-0.23,-0.00,49.906,>
M<2024/07/30 00:02:30,273.71,273.71,272.63,274.75,0.00,0.01,-0.04,0.05,232.93,0.09,0.00,49.907,>
M<2024/07/30 00:02:40,273.99,273.99,273.38,274.88,0.00,0.01,-0.04,0.04,233.05,0.15,0.00,49.893,>
M<2024/07/30 00:02:50,273.87,273.87,273.00,275.00,0.00,0.01,-0.04,0.04,232.99,0.12,0.00,49.919,>
M<2024/07/30 00:03:00,273.91,273.91,273.13,274.75,0.00,0.01,-0.04,0.04,232.77,-0.23,-0.00,49.914,>
M<2024/07/30 00:03:10,274.04,274.04,273.38,274.88,0.00,0.01,-0.05,0.05,232.70,-0.59,-0.00,49.914,>
M<2024/07/30 00:03:20,274.12,274.12,273.38,275.00,0.00,0.01,-0.04,0.04,233.09,0.24,0.00,49.918,>
M<2024/07/30 00:03:30,274.21,274.21,273.50,275.38,0.00,0.01,-0.03,0.04,233.51,-0.09,-0.00,49.880,>
M<2024/07/30 00:03:40,274.30,274.29,273.63,275.13,0.00,0.01,-0.05,0.04,233.23,-0.08,-0.00,49.913,>
M<2024/07/30 00:03:50,274.34,274.34,273.63,275.25,0.00,0.01,-0.07,0.04,232.90,-0.18,-0.00,50.034,>
M<2024/07/30 00:04:00,274.38,274.38,273.63,275.25,0.00,0.01,-0.04,0.04,232.64,0.21,0.00,49.913,>
M<2024/07/30 00:04:10,274.44,274.44,273.88,275.50,0.00,0.01,-0.05,0.04,232.59,-0.21,-0.00,49.875,>
M<2024/07/30 00:04:20,274.43,274.43,273.75,275.38,0.00,0.01,-0.04,0.04,233.00,-0.29,-0.00,49.895,>
M<2024/07/30 00:04:30,274.50,274.50,273.88,275.50,0.00,0.01,-0.09,0.09,233.04,0.07,0.00,49.884,>
M<2024/07/30 00:04:40,274.55,274.55,274.00,275.50,0.00,0.01,-0.04,0.04,233.04,-0.05,-0.00,49.882,>
M<2024/07/30 00:04:50,274.64,274.64,274.00,275.75,0.00,0.01,-0.04,0.04,232.95,-0.14,-0.00,49.896,>
M<2024/07/30 00:05:00,274.69,274.69,274.00,275.63,0.00,0.01,-0.04,0.05,233.28,0.20,0.00,49.905,>
M<2024/07/30 00:05:10,274.66,274.66,274.00,275.50,0.00,0.01,-0.05,0.05,233.36,0.25,0.00,49.914,>
M<2024/07/30 00:05:20,274.70,274.70,274.13,275.63,0.00,0.01,-0.03,0.04,233.45,0.15,0.00,49.909,>
M<2024/07/30 00:05:30,274.72,274.72,274.13,275.63,0.00,0.01,-0.06,0.05,233.20,0.21,0.00,49.907,>
M<2024/07/30 00:05:40,274.75,274.75,274.00,275.75,0.00,0.01,-0.04,0.04,233.50,-0.02,-0.00,49.893,>
M<2024/07/30 00:05:50,274.84,274.84,274.13,275.75,0.00,0.01,-0.03,0.04,233.62,-0.13,-0.00,49.902,>
M<2024/07/30 00:06:00,274.88,274.88,274.13,275.75,0.00,0.01,-0.04,0.04,233.44,-0.13,-0.00,50.013,>
M<2024/07/30 00:06:10,275.00,275.00,274.25,275.88,0.00,0.01,-0.04,0.04,233.44,0.11,0.00,49.889,>
M<2024/07/30 00:06:20,275.04,275.04,274.38,275.88,0.00,0.01,-0.04,0.04,233.21,-0.30,-0.00,49.899,>
M<2024/07/30 00:06:30,275.15,275.15,274.50,276.00,0.00,0.01,-0.04,0.05,233.47,-0.07,-0.00,49.883,>
M<2024/07/30 00:06:40,275.16,275.16,274.50,276.38,0.00,0.01,-0.09,0.05,233.64,0.40,0.00,49.880,>
M<2024/07/30 00:06:51,275.20,275.20,274.50,276.13,0.00,0.01,-0.04,0.04,233.45,0.04,0.00,50.031,>
M<2024/07/30 00:07:01,275.21,275.21,274.63,276.13,0.00,0.01,-0.04,0.05,233.33,0.29,0.00,49.893,>
M<2024/07/30 00:07:11,275.28,275.28,274.63,276.13,0.00,0.01,-0.08,0.04,233.43,0.02,0.00,49.917,>
M<2024/07/30 00:07:21,275.35,275.35,274.63,276.25,0.00,0.01,-0.07,0.04,233.74,-0.31,-0.00,49.887,>
M<2024/07/30 00:07:31,275.36,275.35,274.50,276.25,0.00,0.01,-0.05,0.03,233.92,-0.23,-0.00,49.905,>
M<2024/07/30 00:07:41,275.42,275.42,274.63,276.25,0.00,0.01,-0.04,0.04,233.89,-0.18,-0.00,49.909,>
M<2024/07/30 00:07:51,275.53,275.53,274.88,276.38,0.00,0.01,-0.08,0.04,233.59,0.59,0.00,49.898,>
M<2024/07/30 00:08:01,275.50,275.50,274.75,276.38,0.00,0.01,-0.04,0.05,233.69,0.24,0.00,49.917,>
M<2024/07/30 00:08:11,275.46,275.46,274.75,276.38,0.00,0.01,-0.08,0.05,234.15,0.25,0.00,49.907,>
M<2024/07/30 00:08:21,275.55,275.55,274.88,276.63,0.00,0.01,-0.04,0.09,233.96,-0.09,-0.00,49.892,>
M<2024/07/30 00:08:31,275.59,275.59,274.88,276.63,0.00,0.01,-0.04,0.04,233.90,0.09,0.00,49.917,>
M<2024/07/30 00:08:41,275.71,275.71,275.00,276.63,0.00,0.01,-0.03,0.05,234.05,0.30,0.00,49.914,>
M<2024/07/30 00:08:51,275.73,275.73,275.00,276.63,0.00,0.01,-0.05,0.04,234.19,-0.38,-0.00,49.928,>
M<2024/07/30 00:09:01,275.80,275.80,275.13,276.63,0.00,0.01,-0.05,0.09,233.80,-0.44,-0.00,49.950,>
M<2024/07/30 00:09:11,275.86,275.85,275.25,276.88,0.00,0.01,-0.05,0.09,233.87,0.39,0.00,49.905,>
M<2024/07/30 00:09:21,275.91,275.91,275.25,276.88,0.00,0.01,-0.04,0.05,233.91,0.05,0.00,49.916,>
M<2024/07/30 00:09:31,276.01,276.01,275.25,276.88,0.00,0.01,-0.04,0.04,233.65,0.07,0.00,49.949,>
M<2024/07/30 00:09:41,276.04,276.04,275.38,276.88,0.00,0.01,-0.05,0.04,233.55,-0.06,-0.00,49.994,>
M<2024/07/30 00:09:52,276.11,276.11,275.38,277.00,0.00,0.01,-0.08,0.04,233.41,0.28,0.00,49.920,>
M<2024/07/30 00:10:02,276.15,276.15,275.50,277.13,0.00,0.01,-0.05,0.04,233.51,-0.20,-0.00,49.969,>
M<2024/07/30 00:10:12,276.24,276.24,275.50,277.13,0.00,0.01,-0.04,0.05,233.72,0.30,0.00,49.961,>
M<2024/07/30 00:10:22,276.25,276.25,275.50,277.38,0.00,0.01,-0.03,0.04,233.56,0.08,0.00,49.948,>
M<2024/07/30 00:10:32,276.31,276.31,275.63,277.25,0.00,0.01,-0.04,0.05,233.71,0.13,0.00,49.956,>
M<2024/07/30 00:10:42,276.29,276.29,275.63,277.25,0.00,0.01,-0.07,0.04,233.37,0.10,0.00,49.940,>
M<2024/07/30 00:10:52,276.35,276.36,275.75,277.38,0.00,0.01,-0.03,0.04,233.15,-0.59,-0.00,49.963,>
M<2024/07/30 00:11:02,276.36,276.36,275.75,277.25,0.00,0.01,-0.04,0.04,233.24,0.11,0.00,49.922,>
M<2024/07/30 00:11:12,276.47,276.48,275.88,277.25,0.00,0.01,-0.05,0.05,233.38,0.33,0.00,49.976,>
M<2024/07/30 00:11:22,276.51,276.51,275.88,277.38,0.00,0.01,-0.04,0.05,233.46,0.21,0.00,49.954,>
M<2024/07/30 00:11:32,276.50,276.50,275.75,277.38,0.00,0.01,-0.04,0.04,233.67,0.20,0.00,49.909,>
M<2024/07/30 00:11:42,276.59,276.59,276.00,277.50,0.00,0.01,-0.04,0.04,233.58,-0.04,-0.00,49.950,>
M<2024/07/30 00:11:52,276.64,276.64,276.00,277.50,0.00,0.01,-0.03,0.04,233.55,0.09,0.00,49.964,>
M<2024/07/30 00:12:02,276.68,276.68,276.00,277.50,0.00,0.01,-0.03,0.04,233.68,0.37,0.00,49.954,>
M<2024/07/30 00:12:12,276.71,276.71,276.00,277.63,0.00,0.01,-0.03,0.04,234.04,-0.36,-0.00,49.946,>
M<2024/07/30 00:12:22,276.75,276.75,276.13,277.63,0.00,0.01,-0.05,0.04,233.55,-0.17,-0.00,49.939,>
M<2024/07/30 00:12:32,276.76,276.76,276.00,277.63,0.00,0.01,-0.03,0.04,233.59,0.06,0.00,50.072,>
M<2024/07/30 00:12:42,276.82,276.82,276.13,277.63,0.00,0.01,-0.04,0.05,233.69,-0.09,-0.00,49.955,>
M<2024/07/30 00:12:53,276.81,276.81,276.00,277.75,0.00,0.01,-0.04,0.09,233.60,0.06,0.00,49.926,>
M<2024/07/30 00:13:03,276.89,276.89,276.25,277.75,0.00,0.01,-0.04,0.04,233.61,0.10,0.00,49.944,>
M<2024/07/30 00:13:13,276.89,276.89,276.25,277.75,0.00,0.01,-0.07,0.05,233.58,0.22,0.00,49.933,>
M<2024/07/30 00:13:23,276.94,276.94,276.25,277.88,0.00,0.01,-0.05,0.05,233.45,0.15,0.00,49.962,>
M<2024/07/30 00:13:33,277.02,277.02,276.38,278.00,0.00,0.01,-0.06,0.03,233.33,0.11,0.00,49.978,>
M<2024/07/30 00:13:43,277.10,277.10,276.50,278.00,0.00,0.01,-0.04,0.04,232.96,0.06,0.00,50.036,>
M<2024/07/30 00:13:53,277.13,277.13,276.38,278.00,0.00,0.01,-0.04,0.04,232.69,0.08,0.00,49.967,>
M<2024/07/30 00:14:03,277.14,277.15,276.50,278.13,0.00,0.01,-0.05,0.04,232.97,0.02,0.00,49.965,>
M<2024/07/30 00:14:13,277.16,277.16,276.50,278.00,0.00,0.01,-0.04,0.04,233.26,-0.17,-0.00,50.075,>
M<2024/07/30 00:14:23,277.21,277.22,276.63,278.00,0.00,0.01,-0.04,0.05,233.40,-0.18,-0.00,49.998,>
M<2024/07/30 00:14:33,277.27,277.27,276.63,278.13,0.00,0.01,-0.04,0.06,233.47,0.00,0.00,49.997,>
M<2024/07/30 00:14:43,277.33,277.33,276.75,278.25,0.00,0.01,-0.05,0.05,233.45,0.16,0.00,49.940,>
M<2024/07/30 00:14:53,277.40,277.40,276.75,278.25,0.00,0.01,-0.05,0.05,233.28,0.32,0.00,49.965,>
M<2024/07/30 00:15:03,277.52,277.52,276.88,278.38,0.00,0.01,-0.04,0.04,232.97,0.05,0.00,49.969,>
M<2024/07/30 00:15:13,277.53,277.53,276.88,278.38,0.00,0.01,-0.07,0.04,232.72,0.28,0.00,49.988,>
M<2024/07/30 00:15:23,277.49,277.49,276.88,278.38,0.00,0.01,-0.04,0.05,233.04,0.06,0.00,49.991,>
M<2024/07/30 00:15:33,277.52,277.52,276.75,278.38,0.00,0.01,-0.08,0.05,232.98,0.10,0.00,49.972,>
M<2024/07/30 00:15:43,277.63,277.63,277.00,278.63,0.00,0.01,-0.05,0.04,233.07,-0.20,-0.00,49.954,>
M<2024/07/30 00:15:54,277.63,277.63,277.00,278.75,0.00,0.01,-0.04,0.10,233.12,0.10,0.00,49.936,>
M<2024/07/30 00:16:04,277.73,277.72,277.00,278.63,0.00,0.01,-0.03,0.04,232.93,-0.03,-0.00,49.978,>
M<2024/07/30 00:16:14,277.73,277.73,277.13,278.75,0.00,0.01,-0.05,0.04,232.36,0.01,0.00,49.959,>
M<2024/07/30 00:16:24,277.78,277.78,277.13,278.75,0.00,0.01,-0.05,0.06,231.75,-0.34,-0.00,49.995,>
M<2024/07/30 00:16:34,277.83,277.83,277.13,278.75,0.00,0.01,-0.05,0.05,231.88,0.27,0.00,49.951,>
M<2024/07/30 00:16:44,277.87,277.87,277.13,278.75,0.00,0.01,-0.09,0.05,232.48,-0.05,-0.00,49.960,>
M<2024/07/30 00:16:54,277.87,277.87,277.25,278.75,0.00,0.01,-0.04,0.09,232.27,-0.25,-0.00,49.945,>
M<2024/07/30 00:17:04,278.00,278.00,277.25,279.13,0.00,0.01,-0.06,0.04,232.47,0.07,0.00,49.977,>
M<2024/07/30 00:17:14,278.03,278.03,277.38,279.00,0.00,0.01,-0.04,0.05,232.51,0.23,0.00,49.948,>
M<2024/07/30 00:17:24,278.10,278.10,277.38,279.00,0.00,0.01,-0.09,0.05,232.45,0.22,0.00,49.933,>
M<2024/07/30 00:17:34,278.14,278.14,277.50,279.00,0.00,0.01,-0.04,0.04,232.56,0.39,0.00,49.960,>
M<2024/07/30 00:17:44,278.15,278.15,277.50,279.00,0.00,0.01,-0.05,0.04,232.34,0.32,0.00,49.953,>
M<2024/07/30 00:17:54,278.16,278.16,277.38,279.00,0.00,0.01,-0.05,0.04,232.31,0.34,0.00,50.056,>
M<2024/07/30 00:18:04,278.20,278.20,277.63,279.13,0.00,0.01,-0.04,0.05,232.48,0.26,0.00,49.966,>
M<2024/07/30 00:18:14,278.25,278.26,277.63,279.13,0.00,0.01,-0.05,0.05,232.63,0.17,0.00,50.071,>
M<2024/07/30 00:18:24,278.28,278.28,277.63,279.38,0.00,0.01,-0.03,0.04,232.56,0.45,0.00,49.931,>
M<2024/07/30 00:18:34,278.35,278.35,277.63,279.25,0.00,0.01,-0.05,0.05,232.21,0.27,0.00,49.921,>
M<2024/07/30 00:18:44,278.37,278.37,277.63,279.25,0.00,0.01,-0.04,0.04,232.74,0.37,0.00,49.931,>
M<2024/07/30 00:18:55,278.45,278.45,277.75,279.38,0.00,0.01,-0.04,0.05,232.77,-0.32,-0.00,49.973,>
M<2024/07/30 00:19:05,278.52,278.52,277.75,279.38,0.00,0.01,-0.04,0.06,232.68,0.25,0.00,49.959,>
M<2024/07/30 00:19:15,278.52,278.52,277.88,279.38,0.00,0.01,-0.04,0.04,232.83,-0.10,-0.00,49.964,>
M<2024/07/30 00:19:25,278.59,278.59,278.00,279.50,0.00,0.01,-0.04,0.05,232.81,0.13,0.00,49.955,>
M<2024/07/30 00:19:35,278.64,278.64,278.00,279.50,0.00,0.01,-0.04,0.04,232.79,0.16,0.00,49.965,>
M<2024/07/30 00:19:45,278.66,278.66,277.88,279.63,0.00,0.01,-0.05,0.09,233.09,0.33,0.00,49.929,>
M<2024/07/30 00:19:55,278.74,278.74,278.13,279.63,0.00,0.01,-0.04,0.05,233.61,-0.03,-0.00,49.939,>
M<2024/07/30 00:20:05,278.82,278.82,278.13,279.75,0.00,0.01,-0.04,0.06,233.50,-0.11,-0.00,49.984,>
M<2024/07/30 00:20:15,278.88,278.88,278.13,279.75,0.00,0.01,-0.05,0.06,233.50,-0.06,-0.00,49.963,>
M<2024/07/30 00:20:25,278.79,278.79,277.75,279.75,0.00,0.01,-0.03,0.05,233.49,0.15,0.00,49.956,>
M<2024/07/30 00:20:35,278.91,278.91,278.25,279.75,0.00,0.01,-0.04,0.06,233.50,0.10,0.00,49.952,>
M<2024/07/30 00:20:45,278.95,278.95,278.38,279.75,0.00,0.01,-0.04,0.04,233.45,-0.08,-0.00,49.989,>
M<2024/07/30 00:20:55,278.96,278.96,278.38,279.88,0.00,0.01,-0.04,0.04,233.56,0.07,0.00,49.984,>
M<2024/07/30 00:21:05,278.97,278.97,278.25,280.00,0.00,0.01,-0.04,0.04,233.59,-0.03,-0.00,50.231,>
M<2024/07/30 00:21:15,279.00,279.00,278.38,280.00,0.00,0.01,-0.04,0.04,233.60,-0.03,-0.00,49.976,>
M<2024/07/30 00:21:25,279.04,279.04,278.38,279.88,0.00,0.01,-0.04,0.05,233.87,-0.08,-0.00,49.978,>
M<2024/07/30 00:21:35,279.09,279.09,278.38,280.00,0.00,0.01,-0.04,0.03,233.89,0.25,0.00,49.952,>
M<2024/07/30 00:21:45,279.15,279.15,278.50,280.00,0.00,0.01,-0.07,0.04,233.60,0.04,0.00,49.991,>
M<2024/07/30 00:21:56,279.22,279.22,278.50,280.13,0.00,0.01,-0.06,0.05,233.33,0.10,0.00,49.957,>
M<2024/07/30 00:22:06,279.31,279.31,278.75,280.25,0.00,0.01,-0.07,0.05,233.10,0.06,0.00,49.967,>
M<2024/07/30 00:22:16,279.32,279.32,278.75,280.25,0.00,0.01,-0.04,0.05,233.28,-0.15,-0.00,49.975,>
M<2024/07/30 00:22:26,279.32,279.32,278.75,280.25,0.00,0.01,-0.04,0.04,233.54,0.24,0.00,49.972,>
M<2024/07/30 00:22:36,279.39,279.39,278.75,280.25,0.00,0.01,-0.04,0.07,233.58,0.03,0.00,49.978,>
M<2024/07/30 00:22:46,279.45,279.45,278.75,280.50,0.00,0.01,-0.04,0.09,233.53,0.09,0.00,49.977,>
M<2024/07/30 00:22:56,279.50,279.50,278.75,280.38,0.00,0.01,-0.08,0.06,233.77,-0.01,-0.00,49.984,>
M<2024/07/30 00:23:06,279.48,279.48,278.88,280.38,0.00,0.01,-0.05,0.05,233.91,-0.03,-0.00,49.974,>
M<2024/07/30 00:23:16,279.54,279.54,278.88,280.50,0.00,0.01,-0.04,0.05,233.60,0.12,0.00,49.966,>
M<2024/07/30 00:23:26,279.62,279.62,278.88,280.75,0.00,0.01,-0.10,0.04,233.43,0.02,0.00,49.997,>
M<2024/07/30 00:23:36,279.59,279.59,279.00,280.50,0.00,0.01,-0.05,0.04,233.27,-0.22,-0.00,49.991,>
M<2024/07/30 00:23:46,279.59,279.59,279.00,280.50,0.00,0.01,-0.04,0.04,233.43,0.15,0.00,49.975,>
M<2024/07/30 00:23:56,279.63,279.63,278.88,280.50,0.00,0.01,-0.04,0.04,233.68,0.14,0.00,49.958,>
M<2024/07/30 00:24:06,279.71,279.71,279.13,280.63,0.00,0.01,-0.04,0.06,233.45,0.04,0.00,49.960,>
M<2024/07/30 00:24:16,279.74,279.74,279.00,280.63,0.00,0.01,-0.04,0.04,233.66,-0.32,-0.00,50.106,>
M<2024/07/30 00:24:26,279.82,279.82,279.13,280.75,0.00,0.01,-0.06,0.05,233.57,-0.15,-0.00,49.969,>
M<2024/07/30 00:24:36,279.83,279.83,279.13,280.63,0.00,0.01,-0.04,0.04,233.55,0.07,0.00,49.993,>
M<2024/07/30 00:24:46,279.87,279.87,279.00,280.75,0.00,0.01,-0.04,0.04,233.53,0.17,0.00,49.955,>
M<2024/07/30 00:24:57,279.95,279.95,279.25,280.88,0.00,0.01,-0.03,0.04,233.60,0.10,0.00,49.993,>
M<2024/07/30 00:25:07,280.04,280.04,279.38,281.00,0.00,0.01,-0.04,0.04,234.01,0.13,0.00,50.003,>
M<2024/07/30 00:25:17,280.04,280.04,279.38,281.13,0.00,0.01,-0.04,0.05,233.92,-0.02,-0.00,49.993,>
M<2024/07/30 00:25:27,280.16,280.16,279.38,281.25,0.00,0.01,-0.04,0.04,233.99,0.05,0.00,49.975,>
M<2024/07/30 00:25:37,280.12,280.12,279.50,281.00,0.00,0.01,-0.06,0.04,233.97,-0.04,-0.00,49.980,>
M<2024/07/30 00:25:47,280.17,280.17,279.50,281.00,0.00,0.01,-0.05,0.05,233.95,0.16,0.00,50.004,>
M<2024/07/30 00:25:57,280.21,280.21,279.50,281.00,0.00,0.01,-0.03,0.07,233.82,0.10,0.00,50.006,>
M<2024/07/30 00:26:07,280.22,280.22,279.63,281.13,0.00,0.01,-0.04,0.03,233.90,0.18,0.00,50.112,>
M<2024/07/30 00:26:17,280.29,280.29,279.63,281.25,0.00,0.01,-0.09,0.04,233.87,-0.09,-0.00,49.981,>
M<2024/07/30 00:26:27,280.38,280.38,279.63,281.38,0.00,0.01,-0.04,0.04,233.94,0.03,0.00,50.008,>
M<2024/07/30 00:26:37,280.39,280.39,279.75,281.38,0.00,0.01,-0.09,0.04,233.53,-0.10,-0.00,49.990,>
M<2024/07/30 00:26:47,280.48,280.48,279.88,281.38,0.00,0.01,-0.09,0.05,233.58,-0.29,-0.00,49.988,>
M<2024/07/30 00:26:57,280.53,280.53,279.88,281.38,0.00,0.01,-0.04,0.04,233.62,0.04,0.00,50.018,>
M<2024/07/30 00:27:07,280.57,280.57,279.88,281.50,0.00,0.01,-0.04,0.04,233.74,0.08,0.00,49.998,>
M<2024/07/30 00:27:17,280.61,280.61,280.00,281.50,0.00,0.01,-0.04,0.04,233.70,0.17,0.00,50.098,>
M<2024/07/30 00:27:27,280.63,280.63,280.00,281.63,0.00,0.01,-0.04,0.08,233.80,-0.17,-0.00,50.000,>
M<2024/07/30 00:27:37,280.66,280.66,279.75,281.63,0.00,0.01,-0.03,0.04,233.80,0.04,0.00,49.972,>
M<2024/07/30 00:27:47,280.66,280.66,280.00,281.63,0.00,0.01,-0.04,0.04,233.76,0.12,0.00,50.013,>
M<2024/07/30 00:27:58,280.77,280.77,280.13,281.63,0.00,0.01,-0.04,0.05,233.41,-0.17,-0.00,49.996,>
M<2024/07/30 00:28:08,280.84,280.84,280.00,281.75,0.00,0.01,-0.05,0.04,233.40,0.17,0.00,49.958,>
M<2024/07/30 00:28:18,280.93,280.93,280.25,281.88,0.00,0.01,-0.06,0.05,233.38,0.21,0.00,49.946,>
M<2024/07/30 00:28:28,280.88,280.88,280.25,281.75,0.00,0.01,-0.05,0.04,233.67,0.04,0.00,49.980,>
M<2024/07/30 00:28:38,280.95,280.95,280.25,281.75,0.00,0.01,-0.04,0.09,233.31,0.02,0.00,49.962,>
M<2024/07/30 00:28:48,281.05,281.05,280.38,282.00,0.00,0.01,-0.04,0.04,233.43,0.29,0.00,49.952,>
M<2024/07/30 00:28:58,281.05,281.05,280.25,281.88,0.00,0.01,-0.04,0.05,233.59,0.25,0.00,49.982,>
M<2024/07/30 00:29:08,281.07,281.07,280.38,282.00,0.00,0.01,-0.05,0.04,233.44,0.09,0.00,49.998,>
M<2024/07/30 00:29:18,281.07,281.07,280.38,282.00,0.00,0.01,-0.04,0.05,232.94,0.14,0.00,49.979,>
M<2024/07/30 00:29:28,281.15,281.15,280.50,282.13,0.00,0.01,-0.04,0.05,233.12,0.07,0.00,49.977,>
M<2024/07/30 00:29:38,281.17,281.17,280.38,282.13,0.00,0.01,-0.04,0.05,233.37,0.11,0.00,49.984,>
M<2024/07/30 00:29:48,280.90,280.90,279.75,282.00,0.00,0.01,-0.05,0.05,233.37,0.02,0.00,50.089,>
M<2024/07/30 00:29:58,281.28,281.28,280.50,282.13,0.00,0.01,-0.04,0.05,233.64,-0.05,-0.00,49.985,>
M<2024/07/30 00:30:08,281.33,281.33,280.63,282.25,0.00,0.01,-0.05,0.05,233.64,0.19,0.00,49.942,>
M<2024/07/30 00:30:18,281.41,281.41,280.63,282.25,0.00,0.01,-0.04,0.04,233.41,-0.15,-0.00,49.963,>
M<2024/07/30 00:30:28,281.46,281.46,280.88,282.38,0.00,0.01,-0.05,0.04,233.49,-0.34,-0.00,49.931,>
M<2024/07/30 00:30:38,281.51,281.51,280.88,282.50,0.00,0.01,-0.06,0.05,233.63,-0.29,-0.00,49.942,>
M<2024/07/30 00:30:48,281.53,281.53,280.88,282.38,0.00,0.01,-0.04,0.04,233.66,0.07,0.00,49.936,>
M<2024/07/30 00:30:59,281.59,281.59,280.88,282.50,0.00,0.01,-0.04,0.04,233.26,-0.02,-0.00,50.001,>
M<2024/07/30 00:31:09,281.65,281.65,281.00,282.75,0.00,0.01,-0.04,0.05,233.39,-0.00,-0.00,49.956,>
M<2024/07/30 00:31:19,281.71,281.71,281.00,282.63,0.00,0.01,-0.04,0.05,233.62,0.10,0.00,49.952,>
M<2024/07/30 00:31:29,281.73,281.73,281.00,282.63,0.00,0.01,-0.05,0.04,233.32,-0.02,-0.00,49.932,>
M<2024/07/30 00:31:39,281.77,281.77,281.00,282.63,0.00,0.01,-0.04,0.04,233.44,0.24,0.00,49.929,>
M<2024/07/30 00:31:49,281.80,281.80,281.25,282.75,0.00,0.01,-0.04,0.10,233.54,0.10,0.00,49.964,>
M<2024/07/30 00:31:59,281.79,281.79,281.13,282.63,0.00,0.01,-0.04,0.05,233.54,-0.43,-0.00,49.923,>
M<2024/07/30 00:32:09,281.79,281.79,281.13,282.75,0.00,0.01,-0.04,0.04,233.59,0.01,0.00,49.947,>
M<2024/07/30 00:32:19,281.89,281.89,281.25,282.88,0.00,0.01,-0.04,0.05,233.65,0.52,0.00,49.945,>
M<2024/07/30 00:32:29,281.88,281.88,281.25,282.75,0.00,0.01,-0.05,0.05,233.57,0.16,0.00,49.934,>
M<2024/07/30 00:32:39,281.93,281.93,281.25,282.88,0.00,0.01,-0.04,0.06,233.57,-0.06,-0.00,49.962,>
M<2024/07/30 00:32:49,282.06,282.06,281.38,283.00,0.00,0.01,-0.04,0.07,233.45,-0.08,-0.00,49.953,>
M<2024/07/30 00:32:59,282.10,282.10,281.38,283.00,0.00,0.01,-0.05,0.04,233.50,0.13,0.00,49.956,>
M<2024/07/30 00:33:09,282.11,282.11,281.50,283.00,0.00,0.01,-0.03,0.05,233.57,0.17,0.00,49.977,>
M<2024/07/30 00:33:19,282.18,282.18,281.50,283.13,0.00,0.01,-0.05,0.03,232.87,-0.13,-0.00,49.958,>
M<2024/07/30 00:33:29,282.16,282.16,281.50,283.13,0.00,0.01,-0.04,0.04,232.88,-0.04,-0.00,49.953,>
M<2024/07/30 00:33:39,282.16,282.16,281.50,283.13,0.00,0.01,-0.06,0.04,232.89,0.10,0.00,49.987,>
M<2024/07/30 00:33:49,282.16,282.16,281.50,283.13,0.00,0.01,-0.05,0.05,232.81,-0.00,-0.00,49.955,>
M<2024/07/30 00:33:59,282.22,282.22,281.50,283.13,0.00,0.01,-0.05,0.05,232.67,-0.17,-0.00,50.046,>
M<2024/07/30 00:34:09,282.31,282.31,281.63,283.13,0.00,0.01,-0.03,0.04,232.72,-0.35,-0.00,49.974,>
M<2024/07/30 00:34:19,282.42,282.42,281.75,283.50,0.00,0.01,-0.04,0.05,232.82,0.29,0.00,49.970,>
M<2024/07/30 00:34:29,282.42,282.42,281.75,283.25,0.00,0.01,-0.10,0.05,232.96,0.20,0.00,49.928,>
M<2024/07/30 00:34:39,282.48,282.48,281.75,283.38,0.00,0.01,-0.03,0.05,232.85,0.34,0.00,50.014,>
