H<datetime,DIFF1_mean[mV],DIFF1_rms[mV],DIFF1_min[mV],DIFF1_max[mV],DIFF3_mean[mV],DIFF3_rms[mV],DIFF3_min[mV],DIFF3_max[mV],V2rms[V],P2real[W],PF2[],f2[Hz],notes>
M<2024/07/27 00:00:06,465.79,465.79,464.88,467.13,0.00,0.01,-0.04,0.09,235.37,0.09,0.00,49.969,>
M<2024/07/27 00:00:16,465.66,465.66,464.75,467.00,0.00,0.01,-0.03,0.06,235.13,-0.18,-0.00,49.918,>
M<2024/07/27 00:00:26,465.78,465.78,464.88,467.13,0.00,0.01,-0.04,0.04,235.24,0.30,0.00,49.927,>
M<2024/07/27 00:00:36,465.82,465.82,464.88,467.25,0.00,0.01,-0.04,0.05,235.59,0.32,0.00,49.936,>
M<2024/07/27 00:00:47,465.79,465.79,464.88,467.13,0.00,0.01,-0.03,0.09,235.48,0.17,0.00,50.040,>
M<2024/07/27 00:00:57,465.88,465.88,465.00,467.38,0.00,0.01,-0.05,0.04,235.38,0.14,0.00,49.933,>
M<2024/07/27 00:01:07,465.99,465.99,465.13,467.38,0.00,0.01,-0.05,0.05,235.47,0.05,0.00,49.917,>
M<2024/07/27 00:01:17,465.87,465.87,465.00,467.13,0.00,0.01,-0.04,0.04,235.29,0.01,0.00,49.940,>
M<2024/07/27 00:01:27,465.89,465.90,465.00,467.38,0.00,0.01,-0.03,0.04,235.21,0.25,0.00,50.018,>
M<2024/07/27 00:01:37,465.96,465.96,465.00,467.25,0.00,0.01,-0.04,0.07,235.13,0.47,0.00,49.916,>
M<2024/07/27 00:01:47,465.97,465.97,464.88,467.38,0.00,0.01,-0.09,0.05,235.26,0.07,0.00,49.949,>
M<2024/07/27 00:01:57,466.00,466.00,465.00,467.63,0.00,0.01,-0.04,0.04,235.18,0.15,0.00,49.943,>
M<2024/07/27 00:02:07,466.04,466.04,464.88,467.50,0.00,0.01,-0.04,0.04,235.52,-0.23,-0.00,49.895,>
M<2024/07/27 00:02:17,466.05,466.05,465.13,467.38,0.00,0.01,-0.05,0.05,235.90,0.27,0.00,49.925,>
M<2024/07/27 00:02:27,466.08,466.08,465.13,467.38,0.00,0.01,-0.04,0.06,235.96,-0.05,-0.00,49.912,>
M<2024/07/27 00:02:37,466.07,466.07,465.13,467.38,0.00,0.01,-0.03,0.05,235.89,-0.20,-0.00,49.902,>
M<2024/07/27 00:02:47,466.15,466.16,465.25,467.75,0.00,0.01,-0.03,0.04,236.12,-0.03,-0.00,49.889,>
M<2024/07/27 00:02:57,466.24,466.24,465.38,467.63,0.00,0.01,-0.05,0.04,236.13,0.14,0.00,49.882,>
M<2024/07/27 00:03:07,466.31,466.31,465.25,467.75,0.00,0.01,-0.04,0.04,235.82,-0.20,-0.00,49.902,>
M<2024/07/27 00:03:17,466.19,466.19,465.25,467.50,0.00,0.01,-0.11,0.05,235.85,0.36,0.00,49.928,>
M<2024/07/27 00:03:27,466.25,466.25,465.25,467.50,0.00,0.01,-0.03,0.04,235.76,0.21,0.00,49.908,>
M<2024/07/27 00:03:37,466.27,466.27,465.38,467.50,0.00,0.01,-0.05,0.04,235.61,0.29,0.00,49.930,>
M<2024/07/27 00:03:47,466.21,466.21,465.25,467.50,0.00,0.01,-0.06,0.05,235.03,-0.23,-0.00,49.881,>
M<2024/07/27 00:03:57,466.26,466.26,465.38,467.75,0.00,0.01,-0.05,0.07,234.88,-0.13,-0.00,49.941,>
M<2024/07/27 00:04:07,466.34,466.34,465.38,467.63,0.00,0.01,-0.04,0.04,235.09,0.35,0.00,49.924,>
M<2024/07/27 00:04:17,466.33,466.33,465.38,467.63,0.00,0.01,-0.04,0.05,235.25,0.24,0.00,49.927,>
M<2024/07/27 00:04:27,466.37,466.37,465.38,467.75,0.00,0.01,-0.04,0.04,234.84,-0.22,-0.00,49.914,>
M<2024/07/27 00:04:37,466.33,466.33,465.38,467.75,0.00,0.01,-0.05,0.04,235.12,0.19,0.00,49.916,>
M<2024/07/27 00:04:47,466.38,466.38,465.50,467.75,0.00,0.01,-0.04,0.10,235.01,-0.16,-0.00,49.896,>
M<2024/07/27 00:04:57,466.38,466.38,465.38,467.75,0.00,0.01,-0.05,0.07,235.11,-0.20,-0.00,49.930,>
M<2024/07/27 00:05:07,466.39,466.39,465.38,467.75,0.00,0.01,-0.03,0.04,234.97,-0.06,-0.00,49.964,>
M<2024/07/27 00:05:17,466.51,466.52,465.63,467.75,0.00,0.01,-0.09,0.07,235.18,0.11,0.00,49.933,>
M<2024/07/27 00:05:27,466.51,466.51,465.63,467.88,0.00,0.01,-0.04,0.04,235.24,0.27,0.00,49.948,>
M<2024/07/27 00:05:37,466.55,466.55,465.63,467.88,0.00,0.01,-0.04,0.04,234.53,-0.11,-0.00,49.899,>
M<2024/07/27 00:05:47,466.50,466.50,465.50,467.88,0.00,0.01,-0.05,0.05,234.87,0.32,0.00,49.927,>
M<2024/07/27 00:05:58,466.54,466.54,465.50,467.88,0.00,0.01,-0.04,0.09,234.66,0.13,0.00,49.936,>
M<2024/07/27 00:06:08,466.50,466.50,465.50,467.88,0.00,0.01,-0.03,0.07,234.51,-0.08,-0.00,49.913,>
M<2024/07/27 00:06:18,466.41,466.41,465.38,467.75,0.00,0.01,-0.05,0.09,234.52,-0.10,-0.00,49.901,>
M<2024/07/27 00:06:28,466.40,466.40,465.50,467.75,0.00,0.01,-0.04,0.04,234.20,-0.16,-0.00,49.920,>
M<2024/07/27 00:06:38,466.44,466.44,465.38,467.75,0.00,0.01,-0.03,0.05,234.82,-0.17,-0.00,50.001,>
M<2024/07/27 00:06:48,466.52,466.52,465.63,467.88,0.00,0.01,-0.03,0.04,235.00,0.10,0.00,49.939,>
M<2024/07/27 00:06:58,466.53,466.53,465.63,467.88,0.00,0.01,-0.05,0.04,234.87,-0.20,-0.00,49.901,>
M<2024/07/27 00:07:08,466.63,466.63,465.63,468.00,0.00,0.01,-0.04,0.04,234.78,0.05,0.00,49.906,>
M<2024/07/27 00:07:18,466.65,466.65,465.75,467.88,0.00,0.01,-0.04,0.07,234.76,-0.11,-0.00,49.903,>
M<2024/07/27 00:07:28,466.76,466.76,465.75,468.25,0.00,0.01,-0.09,0.07,234.76,-0.20,-0.00,49.905,>
M<2024/07/27 00:07:38,466.80,466.80,465.75,468.13,0.00,0.01,-0.03,0.05,234.61,0.27,0.00,49.933,>
M<2024/07/27 00:07:48,466.72,466.72,465.88,468.25,0.00,0.01,-0.04,0.04,234.62,-0.01,-0.00,50.039,>
M<2024/07/27 00:07:58,466.73,466.73,465.75,468.13,0.00,0.01,-0.05,0.04,234.74,0.25,0.00,49.917,>
M<2024/07/27 00:08:08,466.72,466.72,465.75,467.88,0.00,0.01,-0.03,0.04,234.95,-0.03,-0.00,49.942,>
M<2024/07/27 00:08:18,467.00,467.00,465.75,468.75,0.00,0.01,-0.05,0.08,235.13,0.11,0.00,50.021,>
M<2024/07/27 00:08:28,466.86,466.86,465.88,468.13,0.00,0.01,-0.05,0.04,235.07,-0.00,-0.00,49.925,>
M<2024/07/27 00:08:38,466.90,466.90,465.88,468.25,0.00,0.01,-0.11,0.05,234.96,-0.29,-0.00,49.974,>
M<2024/07/27 00:08:48,466.83,466.83,465.88,468.13,0.00,0.01,-0.03,0.04,234.73,0.14,0.00,49.926,>
M<2024/07/27 00:08:58,466.71,466.71,465.75,468.13,0.00,0.01,-0.03,0.05,234.54,-0.22,-0.00,49.940,>
M<2024/07/27 00:09:08,466.80,466.80,465.75,468.13,0.00,0.01,-0.05,0.04,234.45,0.21,0.00,49.934,>
M<2024/07/27 00:09:18,466.85,466.85,465.88,468.13,0.00,0.01,-0.03,0.04,234.25,-0.09,-0.00,49.948,>
M<2024/07/27 00:09:28,466.98,466.98,466.13,468.38,0.00,0.01,-0.03,0.05,234.10,0.20,0.00,49.907,>
M<2024/07/27 00:09:38,466.97,466.97,466.13,468.38,0.00,0.01,-0.03,0.04,234.29,0.31,0.00,49.911,>
M<2024/07/27 00:09:48,467.04,467.04,466.13,468.38,0.00,0.01,-0.04,0.05,234.30,0.31,0.00,49.933,>
M<2024/07/27 00:09:58,467.08,467.08,466.13,468.50,0.00,0.01,-0.05,0.05,234.55,0.25,0.00,49.884,>
M<2024/07/27 00:10:08,467.11,467.11,466.13,468.38,0.00,0.01,-0.06,0.04,234.39,0.14,0.00,49.914,>
M<2024/07/27 00:10:18,467.12,467.12,466.25,468.38,0.00,0.01,-0.07,0.05,234.52,-0.32,-0.00,49.907,>
M<2024/07/27 00:10:28,467.12,467.12,466.13,468.50,0.00,0.01,-0.03,0.05,234.64,-0.25,-0.00,49.917,>
M<2024/07/27 00:10:38,467.11,467.11,466.13,468.50,0.00,0.01,-0.04,0.05,234.68,0.31,0.00,49.998,>
M<2024/07/27 00:10:48,467.17,467.17,466.25,468.63,0.00,0.01,-0.04,0.05,234.50,-0.15,-0.00,49.918,>
M<2024/07/27 00:10:58,467.20,467.20,466.25,468.63,0.00,0.01,-0.03,0.05,234.60,-0.01,-0.00,49.944,>
M<2024/07/27 00:11:08,467.24,467.24,466.25,468.63,0.00,0.01,-0.04,0.05,234.29,0.28,0.00,49.945,>
M<2024/07/27 00:11:18,467.27,467.27,466.25,468.63,0.00,0.01,-0.05,0.05,234.30,0.25,0.00,49.940,>
M<2024/07/27 00:11:28,467.24,467.24,466.25,468.75,0.00,0.01,-0.03,0.04,234.51,0.14,0.00,50.023,>
M<2024/07/27 00:11:38,467.35,467.35,466.13,468.63,0.00,0.01,-0.04,0.05,234.63,-0.12,-0.00,49.963,>
M<2024/07/27 00:11:48,467.40,467.40,466.38,468.63,0.00,0.01,-0.03,0.05,234.44,0.16,0.00,49.958,>
M<2024/07/27 00:11:58,467.39,467.39,466.38,468.88,0.00,0.01,-0.04,0.04,233.22,0.23,0.00,49.932,>
M<2024/07/27 00:12:08,467.26,467.26,466.25,468.50,0.00,0.01,-0.05,0.05,233.33,0.27,0.00,49.967,>
M<2024/07/27 00:12:18,467.20,467.20,466.38,468.50,0.00,0.01,-0.04,0.05,233.32,-0.09,-0.00,49.954,>
M<2024/07/27 00:12:28,467.27,467.27,466.38,468.63,0.00,0.01,-0.05,0.04,233.52,0.04,0.00,49.960,>
M<2024/07/27 00:12:38,467.34,467.34,466.25,468.63,0.00,0.01,-0.05,0.06,233.92,0.17,0.00,49.993,>
M<2024/07/27 00:12:48,467.35,467.35,466.38,468.75,0.00,0.01,-0.04,0.04,234.26,0.23,0.00,50.097,>
M<2024/07/27 00:12:58,467.44,467.44,466.50,468.88,0.00,0.01,-0.04,0.05,235.06,-0.12,-0.00,49.986,>
M<2024/07/27 00:13:08,467.38,467.38,466.38,468.75,0.00,0.01,-0.05,0.04,235.07,0.01,0.00,49.998,>
M<2024/07/27 00:13:18,467.37,467.37,466.38,468.75,0.00,0.01,-0.03,0.05,234.93,0.21,0.00,49.935,>
M<2024/07/27 00:13:28,467.40,467.40,466.50,468.63,0.00,0.01,-0.03,0.04,234.84,-0.07,-0.00,49.960,>
M<2024/07/27 00:13:38,467.45,467.45,466.50,468.88,0.00,0.01,-0.10,0.05,234.65,0.14,0.00,49.968,>
M<2024/07/27 00:13:48,467.52,467.52,466.63,468.88,0.00,0.01,-0.03,0.04,234.55,0.12,0.00,49.977,>
M<2024/07/27 00:13:58,467.49,467.49,466.50,469.00,0.00,0.01,-0.03,0.05,234.74,-0.20,-0.00,49.958,>
M<2024/07/27 00:14:08,467.52,467.52,466.50,468.88,0.00,0.01,-0.04,0.04,234.93,-0.11,-0.00,49.972,>
M<2024/07/27 00:14:18,467.55,467.55,466.63,469.00,0.00,0.01,-0.04,0.05,234.71,0.04,0.00,49.983,>
M<2024/07/27 00:14:28,467.59,467.59,466.50,469.00,0.00,0.01,-0.04,0.05,235.11,0.28,0.00,49.983,>
M<2024/07/27 00:14:38,467.61,467.61,466.75,469.13,0.00,0.01,-0.04,0.09,234.92,0.10,0.00,49.963,>
M<2024/07/27 00:14:48,467.75,467.75,466.75,469.25,0.00,0.01,-0.03,0.09,235.01,-0.09,-0.00,49.994,>
M<2024/07/27 00:14:58,467.67,467.67,466.63,469.00,0.00,0.01,-0.04,0.05,234.99,-0.05,-0.00,49.996,>
M<2024/07/27 00:15:08,467.60,467.60,466.63,469.00,0.00,0.01,-0.04,0.04,235.00,-0.01,-0.00,49.992,>
M<2024/07/27 00:15:18,467.58,467.58,466.63,469.00,0.00,0.01,-0.04,0.05,235.19,-0.03,-0.00,49.953,>
M<2024/07/27 00:15:29,467.70,467.70,466.88,469.13,0.00,0.01,-0.04,0.05,235.15,-0.11,-0.00,49.920,>
M<2024/07/27 00:15:39,467.71,467.71,466.88,469.00,0.00,0.01,-0.04,0.07,235.77,0.06,0.00,49.959,>
M<2024/07/27 00:15:49,467.75,467.75,466.88,469.25,0.00,0.01,-0.04,0.05,235.49,0.19,0.00,50.061,>
M<2024/07/27 00:15:59,467.80,467.80,466.88,469.25,0.00,0.01,-0.04,0.10,235.38,0.16,0.00,49.935,>
M<2024/07/27 00:16:09,467.77,467.77,466.88,469.00,0.00,0.01,-0.05,0.04,235.49,0.27,0.00,49.961,>
M<2024/07/27 00:16:19,467.72,467.72,466.63,469.13,0.00,0.01,-0.08,0.04,235.45,0.18,0.00,49.965,>
M<2024/07/27 00:16:29,467.74,467.74,466.63,469.13,0.00,0.01,-0.05,0.04,235.42,0.29,0.00,49.973,>
M<2024/07/27 00:16:39,467.75,467.75,466.88,469.25,0.00,0.01,-0.03,0.04,235.28,0.01,0.00,49.971,>
M<2024/07/27 00:16:49,467.74,467.74,466.75,469.13,0.00,0.01,-0.03,0.05,235.01,-0.02,-0.00,50.198,>
M<2024/07/27 00:16:59,467.70,467.70,466.63,469.13,0.00,0.01,-0.04,0.04,235.19,-0.08,-0.00,49.952,>
M<2024/07/27 00:17:09,467.89,467.88,466.88,469.25,0.00,0.01,-0.03,0.07,235.22,0.02,0.00,49.949,>
M<2024/07/27 00:17:19,467.89,467.89,467.00,469.25,0.00,0.01,-0.09,0.09,235.09,0.35,0.00,49.961,>
M<2024/07/27 00:17:29,467.98,467.98,467.00,469.25,0.00,0.01,-0.04,0.04,235.20,0.04,0.00,49.942,>
M<2024/07/27 00:17:39,467.99,467.99,467.13,469.25,0.00,0.01,-0.04,0.05,235.04,0.01,0.00,49.972,>
M<2024/07/27 00:17:49,467.94,467.94,467.00,469.38,0.00,0.01,-0.04,0.05,235.17,-0.25,-0.00,49.959,>
M<2024/07/27 00:17:59,467.92,467.92,467.00,469.38,0.00,0.01,-0.04,0.08,235.04,0.23,0.00,49.943,>
M<2024/07/27 00:18:09,467.91,467.91,467.00,469.25,0.00,0.01,-0.03,0.04,234.73,0.14,0.00,49.969,>
M<2024/07/27 00:18:19,468.00,468.00,467.00,469.25,0.00,0.01,-0.03,0.05,234.90,-0.02,-0.00,49.968,>
M<2024/07/27 00:18:30,468.10,468.10,467.13,469.50,0.00,0.01,-0.04,0.04,234.89,-0.11,-0.00,49.966,>
M<2024/07/27 00:18:40,468.07,468.07,467.13,469.50,0.00,0.01,-0.04,0.09,235.05,0.11,0.00,49.964,>
M<2024/07/27 00:18:50,468.04,468.04,467.13,469.38,0.00,0.01,-0.05,0.05,235.07,0.02,0.00,49.978,>
M<2024/07/27 00:19:00,468.12,468.12,467.13,469.50,0.00,0.01,-0.03,0.04,235.34,0.10,0.00,50.014,>
M<2024/07/27 00:19:10,468.16,468.16,467.13,469.38,0.00,0.01,-0.05,0.05,235.54,0.16,0.00,49.968,>
M<2024/07/27 00:19:20,468.16,468.16,467.13,469.50,0.00,0.01,-0.03,0.06,235.59,0.18,0.00,49.988,>
M<2024/07/27 00:19:30,468.17,468.17,467.25,469.50,0.00,0.01,-0.03,0.04,235.42,-0.27,-0.00,50.004,>
M<2024/07/27 00:19:40,468.18,468.18,467.25,469.63,0.00,0.01,-0.05,0.04,235.56,-0.04,-0.00,49.978,>
M<2024/07/27 00:19:50,468.19,468.19,467.38,469.50,0.00,0.01,-0.03,0.10,235.33,0.27,0.00,49.980,>
M<2024/07/27 00:20:00,468.31,468.31,467.38,469.63,0.00,0.01,-0.04,0.04,235.48,0.16,0.00,49.982,>
M<2024/07/27 00:20:10,468.21,468.20,467.25,469.63,0.00,0.01,-0.04,0.04,235.11,0.01,0.00,49.919,>
M<2024/07/27 00:20:20,468.40,468.40,467.38,469.88,0.00,0.01,-0.04,0.05,235.04,0.00,0.00,49.980,>
M<2024/07/27 00:20:30,468.30,468.30,467.38,469.75,0.00,0.01,-0.04,0.05,235.20,0.13,0.00,50.016,>
M<2024/07/27 00:20:40,468.33,468.33,467.38,469.63,0.00,0.01,-0.03,0.05,235.05,-0.03,-0.00,49.966,>
M<2024/07/27 00:20:50,468.34,468.34,466.88,469.75,0.00,0.01,-0.07,0.04,235.10,0.23,0.00,50.023,>
M<2024/07/27 00:21:00,468.38,468.38,467.50,470.00,0.00,0.01,-0.04,0.05,234.97,-0.12,-0.00,49.960,>
M<2024/07/27 00:21:10,468.36,468.36,467.50,469.75,0.00,0.01,-0.09,0.05,234.50,0.05,0.00,50.020,>
M<2024/07/27 00:21:20,468.36,468.36,467.38,469.63,0.00,0.01,-0.04,0.05,234.36,-0.26,-0.00,49.995,>
M<2024/07/27 00:21:30,468.44,468.44,467.50,469.75,0.00,0.01,-0.03,0.06,234.23,0.02,0.00,49.956,>
M<2024/07/27 00:21:40,468.50,468.50,467.50,469.88,0.00,0.01,-0.07,0.05,234.54,0.08,0.00,49.971,>
M<2024/07/27 00:21:50,468.44,468.44,467.50,469.75,0.00,0.01,-0.06,0.05,234.57,0.10,0.00,49.998,>
M<2024/07/27 00:22:00,468.49,468.49,467.50,470.13,0.00,0.01,-0.08,0.11,234.72,0.25,0.00,50.018,>
M<2024/07/27 00:22:10,468.51,468.51,467.63,469.88,0.00,0.01,-0.06,0.04,234.60,0.21,0.00,49.966,>
M<2024/07/27 00:22:20,468.59,468.59,467.63,469.88,0.00,0.01,-0.03,0.05,234.48,0.10,0.00,50.005,>
M<2024/07/27 00:22:30,468.62,468.62,467.75,470.00,0.00,0.01,-0.05,0.04,234.35,0.10,0.00,50.020,>
M<2024/07/27 00:22:40,468.54,468.54,467.63,469.88,0.00,0.01,-0.03,0.09,234.45,0.14,0.00,50.055,>
M<2024/07/27 00:22:50,468.58,468.58,467.63,470.00,0.00,0.01,-0.07,0.09,234.45,-0.08,-0.00,50.001,>
M<2024/07/27 00:23:00,468.64,468.64,467.75,470.13,0.00,0.01,-0.04,0.04,234.53,0.01,0.00,49.961,>
M<2024/07/27 00:23:10,468.64,468.64,467.75,470.13,0.00,0.01,-0.04,0.05,234.79,0.02,0.00,49.978,>
M<2024/07/27 00:23:20,468.64,468.64,467.50,470.00,0.00,0.01,-0.07,0.04,234.72,-0.15,-0.00,49.964,>
M<2024/07/27 00:23:30,468.65,468.65,467.38,470.25,0.00,0.01,-0.03,0.09,234.52,0.27,0.00,49.971,>
M<2024/07/27 00:23:41,468.73,468.73,467.88,470.00,0.00,0.01,-0.04,0.05,234.49,0.06,0.00,49.948,>
M<2024/07/27 00:23:51,468.72,468.72,467.50,470.13,0.00,0.01,-0.04,0.05,234.35,-0.01,-0.00,49.965,>
M<2024/07/27 00:24:01,468.74,468.74,467.75,470.25,0.00,0.01,-0.04,0.04,234.46,-0.03,-0.00,49.978,>
M<2024/07/27 00:24:11,468.79,468.79,467.75,470.00,0.00,0.01,-0.03,0.04,234.52,0.03,0.00,49.967,>
M<2024/07/27 00:24:21,468.85,468.85,467.88,470.25,0.00,0.01,-0.04,0.04,234.45,0.11,0.00,49.958,>
M<2024/07/27 00:24:31,468.78,468.78,467.88,470.13,0.00,0.01,-0.04,0.04,234.64,0.07,0.00,49.960,>
M<2024/07/27 00:24:41,468.74,468.74,467.75,470.13,0.00,0.01,-0.04,0.07,234.47,0.14,0.00,49.954,>
M<2024/07/27 00:24:51,468.64,468.64,467.75,470.38,0.00,0.01,-0.04,0.05,234.42,0.08,0.00,49.990,>
M<2024/07/27 00:25:01,468.77,468.77,467.75,470.13,0.00,0.01,-0.03,0.06,234.15,-0.02,-0.00,49.985,>
M<2024/07/27 00:25:11,468.74,468.74,467.75,470.13,0.00,0.01,-0.03,0.07,234.07,0.00,0.00,49.962,>
M<2024/07/27 00:25:21,468.78,468.78,467.75,470.13,0.00,0.01,-0.04,0.04,233.99,0.37,0.00,50.050,>
M<2024/07/27 00:25:31,468.91,468.91,467.88,470.25,0.00,0.01,-0.04,0.04,233.98,0.18,0.00,50.087,>
M<2024/07/27 00:25:41,468.88,468.88,467.75,470.13,0.00,0.01,-0.04,0.05,234.40,0.10,0.00,49.963,>
M<2024/07/27 00:25:51,468.90,468.90,468.00,470.25,0.00,0.01,-0.03,0.04,234.34,0.14,0.00,49.947,>
M<2024/07/27 00:26:01,468.87,468.87,468.00,470.25,0.00,0.01,-0.04,0.04,234.20,-0.07,-0.00,50.060,>
M<2024/07/27 00:26:11,468.89,468.89,468.00,470.25,0.00,0.01,-0.03,0.04,234.09,-0.02,-0.00,49.956,>
M<2024/07/27 00:26:21,468.87,468.87,467.88,470.13,0.00,0.01,-0.03,0.05,234.03,-0.06,-0.00,49.962,>
M<2024/07/27 00:26:31,468.85,468.85,467.88,470.25,0.00,0.01,-0.03,0.05,233.58,-0.19,-0.00,49.939,>
M<2024/07/27 00:26:42,468.89,468.89,467.75,470.25,0.00,0.01,-0.05,0.05,233.28,-0.21,-0.00,49.952,>
M<2024/07/27 00:26:52,468.98,468.98,468.00,470.63,0.00,0.01,-0.04,0.09,233.45,-0.09,-0.00,49.953,>
M<2024/07/27 00:27:02,468.95,468.95,467.88,470.25,0.00,0.01,-0.05,0.04,233.62,-0.06,-0.00,50.044,>
M<2024/07/27 00:27:12,468.87,468.87,467.88,470.25,0.00,0.01,-0.03,0.04,233.69,0.02,0.00,49.967,>
M<2024/07/27 00:27:22,468.99,468.99,468.00,470.38,0.00,0.01,-0.04,0.04,233.58,-0.06,-0.00,49.972,>
M<2024/07/27 00:27:32,469.06,469.05,468.13,470.38,0.00,0.01,-0.04,0.05,233.70,-0.01,-0.00,49.955,>
M<2024/07/27 00:27:42,469.03,469.03,468.00,470.50,0.00,0.01,-0.03,0.04,233.90,0.08,0.00,49.953,>
M<2024/07/27 00:27:52,469.11,469.11,468.13,470.38,0.00,0.01,-0.04,0.04,233.83,0.34,0.00,49.995,>
M<2024/07/27 00:28:02,469.06,469.06,468.13,470.38,0.00,0.01,-0.03,0.05,233.68,0.08,0.00,49.953,>
M<2024/07/27 00:28:12,469.19,469.19,468.25,470.75,0.00,0.01,-0.04,0.04,233.65,-0.01,-0.00,49.956,>
M<2024/07/27 00:28:22,469.12,469.12,468.25,470.50,0.00,0.01,-0.03,0.04,233.83,0.17,0.00,50.064,>
M<2024/07/27 00:28:32,469.25,469.25,468.13,470.63,0.00,0.01,-0.04,0.04,233.89,-0.14,-0.00,49.941,>
M<2024/07/27 00:28:42,469.33,469.33,468.38,470.88,0.00,0.01,-0.04,0.05,234.80,-0.32,-0.00,49.968,>
M<2024/07/27 00:28:52,469.33,469.33,468.38,470.63,0.00,0.01,-0.03,0.04,234.52,0.11,0.00,49.969,>
M<2024/07/27 00:29:02,469.24,469.24,468.25,470.63,0.00,0.01,-0.09,0.05,234.19,0.08,0.00,49.968,>
M<2024/07/27 00:29:12,469.24,469.24,468.13,470.63,0.00,0.01,-0.07,0.04,234.65,0.13,0.00,50.071,>
M<2024/07/27 00:29:22,469.25,469.25,468.38,470.63,0.00,0.01,-0.03,0.11,234.57,0.08,0.00,49.973,>
M<2024/07/27 00:29:32,469.42,469.43,468.13,471.00,0.00,0.01,-0.03,0.05,234.50,-0.07,-0.00,50.080,>
M<2024/07/27 00:29:42,469.75,469.75,468.75,471.25,0.00,0.01,-0.03,0.06,234.40,0.06,0.00,49.951,>
M<2024/07/27 00:29:52,469.65,469.65,468.63,471.13,0.00,0.01,-0.05,0.05,234.37,0.01,0.00,49.971,>
M<2024/07/27 00:30:02,469.65,469.65,468.63,471.00,0.00,0.01,-0.03,0.04,234.93,0.18,0.00,49.977,>
M<2024/07/27 00:30:12,469.54,469.54,468.63,470.88,0.00,0.01,-0.03,0.05,234.91,0.08,0.00,49.968,>
M<2024/07/27 00:30:22,469.53,469.53,468.63,471.00,0.00,0.01,-0.03,0.04,235.14,0.30,0.00,49.949,>
M<2024/07/27 00:30:32,469.63,469.63,468.63,471.13,0.00,0.01,-0.06,0.05,235.35,-0.27,-0.00,49.919,>
M<2024/07/27 00:30:42,469.62,469.62,468.63,471.00,0.00,0.01,-0.03,0.05,235.34,0.28,0.00,49.944,>
M<2024/07/27 00:30:52,469.65,469.65,468.75,471.13,0.00,0.01,-0.09,0.05,234.87,0.14,0.00,49.945,>
M<2024/07/27 00:31:02,469.63,469.63,468.75,471.00,0.00,0.01,-0.04,0.07,234.73,0.43,0.00,49.965,>
M<2024/07/27 00:31:12,469.70,469.70,468.75,471.13,0.00,0.01,-0.04,0.05,235.06,0.09,0.00,49.915,>
M<2024/07/27 00:31:22,469.73,469.73,468.75,471.25,0.00,0.01,-0.04,0.05,235.06,0.12,0.00,49.920,>
M<2024/07/27 00:31:32,469.77,469.77,468.75,471.25,0.00,0.01,-0.06,0.04,235.20,-0.32,-0.00,49.913,>
M<2024/07/27 00:31:42,469.73,469.73,468.75,471.25,0.00,0.01,-0.04,0.05,235.28,0.16,0.00,49.921,>
M<2024/07/27 00:31:53,469.68,469.68,468.75,471.13,0.00,0.01,-0.03,0.06,235.27,-0.01,-0.00,49.959,>
M<2024/07/27 00:32:03,469.75,469.75,468.75,471.13,0.00,0.01,-0.04,0.05,235.37,-0.18,-0.00,49.953,>
M<2024/07/27 00:32:13,469.65,469.65,468.63,471.00,0.00,0.01,-0.03,0.04,235.19,0.31,0.00,49.935,>
M<2024/07/27 00:32:23,469.55,469.55,468.63,471.00,0.00,0.01,-0.05,0.04,235.09,0.16,0.00,49.927,>
M<2024/07/27 00:32:33,469.66,469.66,468.63,471.00,0.00,0.01,-0.03,0.05,235.30,0.13,0.00,49.939,>
M<2024/07/27 00:32:43,469.67,469.67,468.88,471.13,0.00,0.01,-0.03,0.05,235.10,-0.12,-0.00,49.959,>
M<2024/07/27 00:32:53,469.70,469.70,468.75,471.13,0.00,0.01,-0.04,0.04,235.34,-0.11,-0.00,49.977,>
M<2024/07/27 00:33:03,469.62,469.62,468.50,470.88,0.00,0.01,-0.04,0.05,235.36,0.13,0.00,49.940,>
M<2024/07/27 00:33:13,469.73,469.73,468.75,471.00,0.00,0.01,-0.03,0.07,235.55,-0.01,-0.00,49.936,>
M<2024/07/27 00:33:23,469.86,469.86,468.88,471.38,0.00,0.01,-0.04,0.04,235.76,0.22,0.00,49.954,>
M<2024/07/27 00:33:33,469.75,469.75,468.88,471.13,0.00,0.01,-0.04,0.04,235.60,-0.32,-0.00,49.943,>
M<2024/07/27 00:33:43,469.72,469.72,468.75,471.00,0.00,0.01,-0.03,0.04,235.36,-0.16,-0.00,49.947,>
M<2024/07/27 00:33:53,469.84,469.84,469.00,471.25,0.00,0.01,-0.04,0.04,235.36,0.49,0.00,49.974,>
M<2024/07/27 00:34:03,469.89,469.89,468.88,471.38,0.00,0.01,-0.04,0.05,235.34,-0.01,-0.00,49.939,>
M<2024/07/27 00:34:13,469.91,469.91,468.88,471.25,0.00,0.01,-0.03,0.05,235.59,0.28,0.00,49.947,>
M<2024/07/27 00:34:23,469.86,469.86,468.88,471.25,0.00,0.01,-0.04,0.05,235.33,0.10,0.00,49.954,>
M<2024/07/27 00:34:33,469.89,469.89,468.88,471.25,0.00,0.01,-0.04,0.08,235.69,0.02,0.00,49.947,>
