H<datetime,DIFF1_mean[mV],DIFF1_rms[mV],DIFF1_min[mV],DIFF1_max[mV],DIFF3_mean[mV],DIFF3_rms[mV],DIFF3_min[mV],DIFF3_max[mV],V2rms[V],P2real[W],PF2[],f2[Hz],notes>
M<2024/07/28 00:15:00,380.03,380.03,379.13,381.25,0.00,0.01,-0.04,0.05,234.02,0.02,0.00,49.982,>
M<2024/07/28 00:15:10,379.97,379.97,379.13,381.13,0.00,0.01,-0.04,0.05,234.24,0.19,0.00,49.955,>
M<2024/07/28 00:15:20,379.96,379.96,379.13,381.25,0.00,0.01,-0.04,0.04,234.77,0.04,0.00,49.959,>
M<2024/07/28 00:15:30,379.98,379.98,379.13,381.13,0.00,0.01,-0.05,0.04,234.64,0.36,0.00,49.942,>
M<2024/07/28 00:15:40,380.02,380.02,379.13,381.25,0.00,0.01,-0.03,0.05,234.48,0.16,0.00,49.892,>
M<2024/07/28 00:15:50,380.15,380.15,379.25,381.50,0.00,0.01,-0.04,0.09,234.94,0.20,0.00,49.917,>
M<2024/07/28 00:16:00,380.16,380.16,379.38,381.25,0.00,0.01,-0.04,0.09,234.99,-0.33,-0.00,49.937,>
M<2024/07/28 00:16:10,380.21,380.21,379.38,381.38,0.00,0.01,-0.05,0.05,234.90,0.07,0.00,49.963,>
M<2024/07/28 00:16:20,380.13,380.13,379.25,381.38,0.00,0.01,-0.03,0.04,234.99,0.05,0.00,49.949,>
M<2024/07/28 00:16:30,380.15,380.15,379.38,381.25,0.00,0.01,-0.03,0.05,234.96,-0.18,-0.00,49.946,>
M<2024/07/28 00:16:40,380.19,380.19,379.38,381.25,0.00,0.01,-0.04,0.04,235.19,0.44,0.00,49.938,>
M<2024/07/28 00:16:50,380.24,380.24,379.38,381.38,0.00,0.01,-0.04,0.04,235.24,0.11,0.00,49.943,>
M<2024/07/28 00:17:00,380.27,380.27,379.50,381.38,0.00,0.01,-0.03,0.04,235.40,0.06,0.00,49.908,>
M<2024/07/28 00:17:10,380.37,380.37,379.38,381.50,0.00,0.01,-0.04,0.04,235.23,0.11,0.00,49.940,>
M<2024/07/28 00:17:20,380.43,380.44,379.63,381.63,0.00,0.01,-0.05,0.05,235.11,0.15,0.00,49.910,>
M<2024/07/28 00:17:30,380.41,380.41,379.63,381.63,0.00,0.01,-0.05,0.04,235.36,0.22,0.00,49.957,>
M<2024/07/28 00:17:40,380.42,380.42,379.63,381.50,0.00,0.01,-0.07,0.04,235.42,-0.02,-0.00,49.984,>
M<2024/07/28 00:17:50,380.46,380.46,379.63,381.63,0.00,0.01,-0.04,0.05,235.29,0.04,0.00,49.947,>
M<2024/07/28 00:18:00,380.47,380.47,379.63,381.75,0.00,0.01,-0.04,0.05,235.22,-0.12,-0.00,49.942,>
M<2024/07/28 00:18:10,380.39,380.39,379.63,381.88,0.00,0.01,-0.05,0.05,234.90,0.19,0.00,49.921,>
M<2024/07/28 00:18:20,380.47,380.47,379.75,381.75,0.00,0.01,-0.03,0.05,234.98,-0.39,-0.00,49.925,>
M<2024/07/28 00:18:30,380.45,380.45,379.63,381.63,0.00,0.01,-0.04,0.04,235.25,0.06,0.00,50.056,>
M<2024/07/28 00:18:40,380.43,380.43,379.50,381.50,0.00,0.01,-0.04,0.04,235.36,0.19,0.00,49.923,>
M<2024/07/28 00:18:50,380.50,380.50,379.50,382.00,0.00,0.01,-0.04,0.09,235.35,-0.14,-0.00,49.943,>
M<2024/07/28 00:19:01,380.54,380.54,379.50,381.63,0.00,0.01,-0.03,0.05,235.38,0.07,0.00,49.990,>
M<2024/07/28 00:19:11,380.54,380.54,379.75,381.63,0.00,0.01,-0.03,0.05,235.18,0.18,0.00,49.954,>
M<2024/07/28 00:19:21,380.53,380.53,379.75,381.63,0.00,0.01,-0.04,0.09,235.48,0.14,0.00,49.961,>
M<2024/07/28 00:19:31,380.52,380.52,379.63,381.63,0.00,0.01,-0.04,0.04,235.12,0.10,0.00,49.988,>
M<2024/07/28 00:19:41,381.06,381.06,379.88,384.00,0.00,0.01,-0.04,0.04,235.30,0.18,0.00,49.958,>
M<2024/07/28 00:19:51,380.66,380.66,379.75,382.13,0.00,0.01,-0.07,0.05,234.94,0.35,0.00,49.959,>
M<2024/07/28 00:20:01,380.56,380.56,379.63,381.75,0.00,0.01,-0.04,0.05,235.08,0.01,0.00,49.948,>
M<2024/07/28 00:20:11,380.64,380.64,379.88,382.00,0.00,0.01,-0.05,0.04,235.17,0.18,0.00,49.964,>
M<2024/07/28 00:20:21,380.78,380.78,380.00,381.88,0.00,0.01,-0.03,0.06,234.84,0.34,0.00,49.973,>
M<2024/07/28 00:20:31,380.70,380.70,379.88,382.00,0.00,0.01,-0.06,0.04,234.99,0.42,0.00,49.957,>
M<2024/07/28 00:20:41,380.74,380.74,380.00,381.88,0.00,0.01,-0.03,0.05,234.95,-0.05,-0.00,49.957,>
M<2024/07/28 00:20:51,380.80,380.80,380.00,381.88,0.00,0.01,-0.03,0.05,235.01,0.34,0.00,49.960,>
M<2024/07/28 00:21:01,380.77,380.77,380.00,381.88,0.00,0.01,-0.05,0.04,234.88,0.00,0.00,49.940,>
M<2024/07/28 00:21:11,380.78,380.78,380.00,382.00,0.00,0.01,-0.05,0.05,234.80,0.14,0.00,49.966,>
M<2024/07/28 00:21:21,380.81,380.81,379.88,382.00,0.00,0.01,-0.04,0.05,234.11,0.31,0.00,49.941,>
M<2024/07/28 00:21:31,380.91,380.91,380.00,382.00,0.00,0.01,-0.05,0.05,233.89,0.11,0.00,49.945,>
M<2024/07/28 00:21:41,380.91,380.91,380.13,382.00,0.00,0.01,-0.04,0.04,233.85,0.20,0.00,49.949,>
M<2024/07/28 00:21:51,381.00,381.00,380.13,382.25,0.00,0.01,-0.04,0.05,233.92,0.11,0.00,50.000,>
M<2024/07/28 00:22:02,380.99,381.00,380.13,382.13,0.00,0.01,-0.03,0.05,233.99,-0.23,-0.00,49.964,>
M<2024/07/28 00:22:12,381.03,381.03,380.13,382.13,0.00,0.01,-0.05,0.04,234.07,-0.05,-0.00,49.963,>
M<2024/07/28 00:22:22,380.97,380.97,380.13,382.13,0.00,0.01,-0.04,0.10,234.23,-0.19,-0.00,49.956,>
M<2024/07/28 00:22:32,380.96,380.96,380.13,382.13,0.00,0.01,-0.03,0.10,233.80,-0.22,-0.00,49.958,>
M<2024/07/28 00:22:42,380.98,380.98,380.25,382.00,0.00,0.01,-0.03,0.05,233.82,0.03,0.00,49.969,>
M<2024/07/28 00:22:52,381.45,381.45,380.25,383.63,0.00,0.01,-0.04,0.05,233.68,0.23,0.00,49.956,>
M<2024/07/28 00:23:02,381.28,381.28,380.25,382.63,0.00,0.01,-0.03,0.05,233.58,0.48,0.00,49.965,>
M<2024/07/28 00:23:12,381.21,381.22,380.38,382.38,0.00,0.01,-0.04,0.04,234.02,-0.19,-0.00,49.982,>
M<2024/07/28 00:23:22,381.29,381.29,380.50,382.50,0.00,0.01,-0.03,0.07,233.61,0.14,0.00,49.972,>
M<2024/07/28 00:23:32,381.20,381.21,380.38,382.38,0.00,0.01,-0.04,0.04,233.98,0.16,0.00,49.967,>
M<2024/07/28 00:23:42,381.34,381.34,380.50,382.63,0.00,0.01,-0.04,0.05,234.10,0.29,0.00,49.970,>
M<2024/07/28 00:23:52,381.32,381.32,380.38,382.50,0.00,0.01,-0.03,0.04,233.89,0.06,0.00,49.942,>
M<2024/07/28 00:24:02,381.29,381.29,380.38,382.38,0.00,0.01,-0.03,0.04,233.45,0.12,0.00,50.076,>
M<2024/07/28 00:24:12,381.27,381.27,380.50,382.38,0.00,0.01,-0.04,0.05,233.55,-0.23,-0.00,49.992,>
M<2024/07/28 00:24:22,381.35,381.35,380.50,382.63,0.00,0.01,-0.05,0.05,233.63,0.06,0.00,50.020,>
M<2024/07/28 00:24:32,381.34,381.34,380.63,382.50,0.00,0.01,-0.05,0.04,234.24,0.12,0.00,50.003,>
M<2024/07/28 00:24:42,381.32,381.33,380.50,382.38,0.00,0.01,-0.03,0.07,234.10,-0.05,-0.00,49.974,>
M<2024/07/28 00:24:52,381.33,381.33,380.50,382.63,0.00,0.01,-0.05,0.04,234.33,-0.06,-0.00,49.963,>
M<2024/07/28 00:25:02,381.42,381.43,380.63,382.63,0.00,0.01,-0.04,0.07,234.45,0.13,0.00,49.958,>
M<2024/07/28 00:25:12,381.33,381.34,380.50,382.75,0.00,0.01,-0.03,0.04,234.03,0.21,0.00,49.959,>
M<2024/07/28 00:25:22,381.37,381.37,380.50,382.63,0.00,0.01,-0.04,0.05,234.25,0.13,0.00,49.989,>
M<2024/07/28 00:25:32,381.44,381.45,380.38,382.50,0.00,0.01,-0.03,0.04,234.14,-0.00,-0.00,49.981,>
M<2024/07/28 00:25:42,381.41,381.41,380.50,382.63,0.00,0.01,-0.07,0.05,234.04,0.01,0.00,49.958,>
M<2024/07/28 00:25:52,381.41,381.41,380.50,382.63,0.00,0.01,-0.04,0.04,234.03,0.28,0.00,49.964,>
M<2024/07/28 00:26:02,381.45,381.45,380.75,382.50,0.00,0.01,-0.04,0.05,233.94,0.21,0.00,49.951,>
M<2024/07/28 00:26:12,381.53,381.53,380.75,382.63,0.00,0.01,-0.05,0.04,233.94,-0.02,-0.00,49.943,>
M<2024/07/28 00:26:22,381.58,381.58,380.63,382.75,0.00,0.01,-0.04,0.05,233.91,0.02,0.00,49.940,>
M<2024/07/28 00:26:32,381.54,381.55,380.75,382.75,0.00,0.01,-0.04,0.05,234.14,-0.02,-0.00,50.090,>
M<2024/07/28 00:26:42,381.55,381.55,380.63,382.88,0.00,0.01,-0.03,0.07,234.26,0.06,0.00,49.990,>
M<2024/07/28 00:26:52,381.62,381.62,380.63,382.75,0.00,0.01,-0.03,0.04,234.23,-0.03,-0.00,49.975,>
M<2024/07/28 00:27:02,381.67,381.67,380.88,382.88,0.00,0.01,-0.10,0.04,234.16,0.21,0.00,50.009,>
M<2024/07/28 00:27:13,381.64,381.65,380.88,382.75,0.00,0.01,-0.04,0.04,234.11,0.06,0.00,49.983,>
M<2024/07/28 00:27:23,381.61,381.61,380.75,382.75,0.00,0.01,-0.04,0.05,233.97,-0.12,-0.00,49.985,>
M<2024/07/28 00:27:33,381.97,381.97,380.75,384.50,0.00,0.01,-0.06,0.04,234.28,-0.06,-0.00,49.972,>
M<2024/07/28 00:27:43,381.68,381.68,380.88,382.75,0.00,0.01,-0.03,0.04,234.22,0.21,0.00,49.969,>
M<2024/07/28 00:27:53,381.74,381.75,381.00,382.88,0.00,0.01,-0.03,0.04,234.37,0.02,0.00,50.059,>
M<2024/07/28 00:28:04,381.80,381.80,380.88,383.00,0.00,0.01,-0.11,0.04,234.36,0.20,0.00,49.988,>
M<2024/07/28 00:28:14,381.81,381.82,381.00,383.00,0.00,0.01,-0.03,0.05,234.28,0.24,0.00,50.009,>
M<2024/07/28 00:28:24,381.82,381.83,381.13,383.00,0.00,0.01,-0.04,0.04,234.03,-0.13,-0.00,49.960,>
M<2024/07/28 00:28:34,381.81,381.81,381.00,383.13,0.00,0.01,-0.08,0.05,234.09,0.21,0.00,49.966,>
M<2024/07/28 00:28:44,381.90,381.90,381.00,383.25,0.00,0.01,-0.05,0.07,233.90,0.23,0.00,50.302,>
M<2024/07/28 00:28:54,381.84,381.84,381.00,383.00,0.00,0.01,-0.09,0.05,234.04,0.04,0.00,49.951,>
M<2024/07/28 00:29:04,382.02,382.02,381.13,383.13,0.00,0.01,-0.05,0.05,234.19,-0.03,-0.00,49.974,>
M<2024/07/28 00:29:14,381.97,381.97,381.00,383.13,0.00,0.01,-0.07,0.04,234.92,-0.02,-0.00,50.007,>
M<2024/07/28 00:29:24,382.00,382.00,381.25,383.25,0.00,0.01,-0.03,0.07,234.85,0.12,0.00,49.975,>
M<2024/07/28 00:29:34,381.99,382.00,381.25,383.13,0.00,0.01,-0.04,0.04,235.40,0.05,0.00,49.977,>
M<2024/07/28 00:29:44,382.02,382.02,381.13,383.38,0.00,0.01,-0.05,0.05,235.31,-0.03,-0.00,50.092,>
M<2024/07/28 00:29:54,382.03,382.03,381.25,383.13,0.00,0.01,-0.05,0.04,235.17,0.13,0.00,49.958,>
M<2024/07/28 00:30:04,382.21,382.21,381.38,383.63,0.00,0.01,-0.04,0.04,235.11,0.14,0.00,49.957,>
M<2024/07/28 00:30:14,382.19,382.19,381.25,383.25,0.00,0.01,-0.04,0.05,235.12,-0.07,-0.00,49.977,>
M<2024/07/28 00:30:24,382.23,382.23,381.50,383.38,0.00,0.01,-0.04,0.04,235.55,0.10,0.00,49.968,>
M<2024/07/28 00:30:34,382.26,382.26,381.38,383.25,0.00,0.01,-0.03,0.06,235.64,-0.14,-0.00,49.952,>
M<2024/07/28 00:30:44,382.35,382.35,381.50,383.50,0.00,0.01,-0.03,0.06,235.52,-0.01,-0.00,49.937,>
M<2024/07/28 00:30:54,382.33,382.34,381.50,383.50,0.00,0.01,-0.03,0.04,236.09,0.05,0.00,49.987,>
M<2024/07/28 00:31:05,382.32,382.32,381.50,383.50,0.00,0.01,-0.06,0.04,235.81,0.17,0.00,49.992,>
M<2024/07/28 00:31:15,382.47,382.47,381.50,383.63,0.00,0.01,-0.05,0.04,235.63,-0.05,-0.00,49.952,>
M<2024/07/28 00:31:25,382.49,382.49,381.63,384.00,0.00,0.01,-0.03,0.08,235.56,0.14,0.00,49.967,>
M<2024/07/28 00:31:35,382.42,382.42,381.63,383.50,0.00,0.01,-0.05,0.07,235.50,-0.01,-0.00,49.960,>
M<2024/07/28 00:31:45,382.37,382.37,381.63,383.50,0.00,0.01,-0.05,0.04,235.35,-0.06,-0.00,49.989,>
M<2024/07/28 00:31:55,382.39,382.39,381.63,383.50,0.00,0.01,-0.04,0.04,235.50,-0.08,-0.00,50.076,>
M<2024/07/28 00:32:05,382.44,382.44,381.63,383.63,0.00,0.01,-0.05,0.04,235.44,0.11,0.00,49.979,>
M<2024/07/28 00:32:15,382.41,382.41,381.63,383.63,0.00,0.01,-0.04,0.10,235.30,0.10,0.00,49.995,>
M<2024/07/28 00:32:25,382.52,382.52,381.75,383.75,0.00,0.01,-0.03,0.04,235.42,0.03,0.00,49.963,>
M<2024/07/28 00:32:35,382.60,382.60,381.75,383.75,0.00,0.01,-0.04,0.05,235.27,0.13,0.00,49.969,>
M<2024/07/28 00:32:45,382.63,382.63,381.88,383.75,0.00,0.01,-0.04,0.08,235.22,0.13,0.00,49.965,>
M<2024/07/28 00:32:55,382.70,382.70,381.88,384.00,0.00,0.01,-0.05,0.04,235.14,0.04,0.00,49.952,>
M<2024/07/28 00:33:05,382.62,382.62,381.75,383.75,0.00,0.01,-0.04,0.05,235.30,0.07,0.00,50.062,>
M<2024/07/28 00:33:15,382.87,382.87,382.00,384.25,0.00,0.01,-0.03,0.04,235.37,-0.11,-0.00,49.934,>
M<2024/07/28 00:33:25,383.66,383.66,382.38,385.75,0.00,0.01,-0.04,0.09,235.33,0.30,0.00,50.054,>
M<2024/07/28 00:33:35,382.74,382.74,381.75,384.25,0.00,0.01,-0.04,0.05,235.31,0.19,0.00,49.955,>
M<2024/07/28 00:33:45,382.56,382.57,381.75,383.75,0.00,0.01,-0.03,0.04,235.66,-0.16,-0.00,49.966,>
M<2024/07/28 00:33:55,382.56,382.56,381.75,383.63,0.00,0.01,-0.03,0.06,235.59,0.05,0.00,49.949,>
M<2024/07/28 00:34:05,382.61,382.61,381.88,383.75,0.00,0.01,-0.04,0.05,235.45,0.02,0.00,49.963,>
M<2024/07/28 00:34:15,382.66,382.66,381.88,383.88,0.00,0.01,-0.06,0.04,235.18,-0.10,-0.00,49.993,>
M<2024/07/28 00:34:25,382.67,382.67,381.75,384.00,0.00,0.01,-0.07,0.04,235.10,0.02,0.00,49.948,>
