H<datetime,DIFF1_mean[mV],DIFF1_rms[mV],DIFF1_min[mV],DIFF1_max[mV],DIFF3_mean[mV],DIFF3_rms[mV],DIFF3_min[mV],DIFF3_max[mV],V2rms[V],P2real[W],PF2[],f2[Hz],notes>
M<2024/07/29 01:29:57,314.21,314.21,313.50,315.25,0.00,0.01,-0.03,0.07,232.22,-0.15,-0.00,49.974,>
M<2024/07/29 01:30:07,314.24,314.24,313.63,315.13,0.00,0.01,-0.05,0.06,232.36,0.16,0.00,49.969,>
M<2024/07/29 01:30:17,314.25,314.25,313.63,315.13,0.00,0.01,-0.03,0.04,232.33,-0.09,-0.00,49.969,>
M<2024/07/29 01:30:27,314.26,314.26,313.50,315.38,0.00,0.01,-0.03,0.04,232.63,-0.20,-0.00,49.974,>
M<2024/07/29 01:30:37,314.26,314.26,313.63,315.25,0.00,0.01,-0.03,0.04,233.06,0.24,0.00,49.957,>
M<2024/07/29 01:30:47,314.30,314.30,313.63,315.25,0.00,0.01,-0.03,0.04,233.15,0.23,0.00,49.954,>
M<2024/07/29 01:30:57,314.35,314.35,313.63,315.25,0.00,0.01,-0.07,0.05,233.09,0.18,0.00,49.951,>
M<2024/07/29 01:31:07,314.40,314.40,313.50,315.50,0.00,0.01,-0.05,0.05,233.23,0.12,0.00,49.948,>
M<2024/07/29 01:31:17,314.43,314.43,313.75,315.38,0.00,0.01,-0.07,0.04,233.14,-0.02,-0.00,49.936,>
M<2024/07/29 01:31:28,314.39,314.39,313.75,315.50,0.00,0.01,-0.04,0.04,232.91,-0.07,-0.00,49.929,>
M<2024/07/29 01:31:38,314.41,314.41,313.75,315.38,0.00,0.01,-0.07,0.04,233.07,0.41,0.00,49.944,>
M<2024/07/29 01:31:48,314.49,314.49,313.63,315.50,0.00,0.01,-0.04,0.04,233.10,0.04,0.00,49.957,>
M<2024/07/29 01:31:58,314.55,314.55,313.75,315.63,0.00,0.01,-0.03,0.09,233.35,0.02,0.00,49.980,>
M<2024/07/29 01:32:08,314.59,314.59,313.88,315.50,0.00,0.01,-0.04,0.05,233.31,-0.16,-0.00,49.960,>
M<2024/07/29 01:32:19,314.60,314.60,313.88,315.63,0.00,0.01,-0.04,0.05,233.45,0.01,0.00,50.068,>
M<2024/07/29 01:32:29,314.63,314.63,313.88,315.50,0.00,0.01,-0.04,0.09,233.16,-0.03,-0.00,50.007,>
M<2024/07/29 01:32:39,314.60,314.60,313.75,315.75,0.00,0.01,-0.07,0.05,233.08,0.21,0.00,50.074,>
M<2024/07/29 01:32:49,314.70,314.70,314.00,315.88,0.00,0.01,-0.03,0.08,233.15,0.34,0.00,49.931,>
M<2024/07/29 01:32:59,314.82,314.82,314.00,315.88,0.00,0.01,-0.09,0.04,232.46,0.12,0.00,49.991,>
M<2024/07/29 01:33:09,314.88,314.88,314.13,316.00,0.00,0.01,-0.03,0.04,232.54,-0.02,-0.00,49.963,>
M<2024/07/29 01:33:19,314.94,314.94,314.25,316.00,0.00,0.01,-0.08,0.04,232.78,0.40,0.00,50.093,>
M<2024/07/29 01:33:29,314.92,314.92,314.25,315.88,0.00,0.01,-0.04,0.05,232.95,-0.09,-0.00,49.958,>
M<2024/07/29 01:33:39,315.00,315.00,314.25,316.00,0.00,0.01,-0.04,0.04,233.22,0.14,0.00,50.000,>
M<2024/07/29 01:33:49,315.01,315.00,314.25,316.00,0.00,0.01,-0.03,0.11,233.13,-0.01,-0.00,49.996,>
M<2024/07/29 01:33:59,315.04,315.04,314.38,316.00,0.00,0.01,-0.03,0.05,233.27,-0.08,-0.00,49.959,>
M<2024/07/29 01:34:09,315.08,315.08,314.38,316.00,0.00,0.01,-0.03,0.04,233.16,0.19,0.00,49.965,>
M<2024/07/29 01:34:19,315.12,315.12,314.38,316.13,0.00,0.01,-0.03,0.09,232.77,-0.03,-0.00,49.981,>
M<2024/07/29 01:34:29,315.18,315.18,314.38,316.13,0.00,0.01,-0.03,0.05,233.13,-0.14,-0.00,50.007,>
M<2024/07/29 01:34:39,315.13,315.13,314.38,316.13,0.00,0.01,-0.04,0.05,232.80,-0.06,-0.00,49.998,>
M<2024/07/29 01:34:49,315.15,315.15,314.50,316.25,0.00,0.01,-0.04,0.06,233.14,-0.18,-0.00,49.999,>
M<2024/07/29 01:34:59,315.05,315.05,314.13,316.13,0.00,0.01,-0.03,0.05,233.06,0.08,0.00,49.961,>
M<2024/07/29 01:35:09,315.08,315.08,314.38,316.13,0.00,0.01,-0.03,0.06,232.76,0.23,0.00,49.951,>
M<2024/07/29 01:35:20,315.21,315.21,314.50,316.25,0.00,0.01,-0.03,0.05,232.77,-0.10,-0.00,49.943,>
M<2024/07/29 01:35:30,315.37,315.37,314.63,316.38,0.00,0.01,-0.03,0.04,232.82,0.39,0.00,49.971,>
M<2024/07/29 01:35:40,315.37,315.37,314.75,316.38,0.00,0.01,-0.05,0.04,232.37,0.01,0.00,49.998,>
M<2024/07/29 01:35:50,315.30,315.30,314.38,316.50,0.00,0.01,-0.04,0.05,232.46,-0.04,-0.00,49.976,>
M<2024/07/29 01:36:00,315.28,315.28,314.38,316.38,0.00,0.01,-0.03,0.05,232.51,0.35,0.00,49.984,>
M<2024/07/29 01:36:10,315.43,315.43,314.75,316.38,0.00,0.01,-0.03,0.09,232.20,0.10,0.00,49.959,>
M<2024/07/29 01:36:20,315.48,315.48,314.75,316.50,0.00,0.01,-0.05,0.04,231.67,-0.02,-0.00,49.985,>
M<2024/07/29 01:36:30,315.39,315.39,314.63,316.50,0.00,0.01,-0.08,0.05,231.71,0.19,0.00,49.991,>
M<2024/07/29 01:36:40,315.47,315.47,314.63,316.38,0.00,0.01,-0.10,0.04,231.92,0.07,0.00,49.952,>
M<2024/07/29 01:36:50,315.58,315.58,314.88,316.63,0.00,0.01,-0.03,0.09,231.63,0.29,0.00,49.981,>
M<2024/07/29 01:37:00,315.62,315.62,314.88,316.75,0.00,0.01,-0.03,0.04,231.69,0.03,0.00,49.978,>
M<2024/07/29 01:37:10,315.56,315.56,314.75,316.63,0.00,0.01,-0.03,0.04,231.77,0.00,0.00,49.957,>
M<2024/07/29 01:37:20,315.52,315.52,314.75,316.75,0.00,0.01,-0.04,0.04,231.13,-0.15,-0.00,49.987,>
M<2024/07/29 01:37:30,315.69,315.69,314.88,316.63,0.00,0.01,-0.05,0.04,230.96,-0.08,-0.00,49.976,>
M<2024/07/29 01:37:40,315.59,315.59,314.88,316.63,0.00,0.01,-0.03,0.10,231.03,0.04,0.00,50.071,>
M<2024/07/29 01:37:50,315.70,315.70,315.00,316.63,0.00,0.01,-0.06,0.04,231.11,0.14,0.00,50.007,>
M<2024/07/29 01:38:00,315.77,315.77,315.00,316.75,0.00,0.01,-0.03,0.05,231.13,-0.10,-0.00,50.007,>
M<2024/07/29 01:38:10,315.64,315.64,314.88,316.75,0.00,0.01,-0.09,0.04,230.97,0.21,0.00,50.110,>
M<2024/07/29 01:38:20,315.84,315.84,315.00,316.88,0.00,0.01,-0.04,0.04,231.13,0.07,0.00,50.014,>
M<2024/07/29 01:38:30,315.90,315.90,315.25,316.88,0.00,0.01,-0.04,0.04,231.21,-0.08,-0.00,49.968,>
M<2024/07/29 01:38:40,315.92,315.92,315.25,316.88,0.00,0.01,-0.04,0.04,230.76,-0.13,-0.00,50.080,>
M<2024/07/29 01:38:50,315.93,315.93,315.00,316.88,0.00,0.01,-0.07,0.05,231.27,0.03,0.00,49.973,>
M<2024/07/29 01:39:00,316.03,316.03,315.38,317.00,0.00,0.01,-0.04,0.05,231.79,-0.20,-0.00,49.989,>
M<2024/07/29 01:39:10,315.99,315.99,315.25,317.00,0.00,0.01,-0.04,0.04,232.14,-0.14,-0.00,49.962,>
M<2024/07/29 01:39:20,315.95,315.95,315.25,316.88,0.00,0.01,-0.04,0.05,232.12,-0.02,-0.00,49.966,>
M<2024/07/29 01:39:30,316.02,316.02,315.38,317.00,0.00,0.01,-0.04,0.07,232.01,0.08,0.00,49.978,>
M<2024/07/29 01:39:40,316.04,316.04,315.25,317.00,0.00,0.01,-0.04,0.09,231.95,-0.13,-0.00,49.981,>
M<2024/07/29 01:39:50,316.15,316.15,315.25,317.13,0.00,0.01,-0.07,0.05,231.95,0.07,0.00,49.997,>
M<2024/07/29 01:40:00,316.14,316.14,315.50,317.13,0.00,0.01,-0.04,0.05,232.01,-0.06,-0.00,49.970,>
M<2024/07/29 01:40:10,316.11,316.11,315.38,317.13,0.00,0.01,-0.04,0.05,232.03,0.09,0.00,50.066,>
M<2024/07/29 01:40:20,316.15,316.15,315.38,317.25,0.00,0.01,-0.04,0.06,232.06,0.25,0.00,49.970,>
M<2024/07/29 01:40:30,316.15,316.15,315.50,317.13,0.00,0.01,-0.05,0.06,231.90,0.21,0.00,49.990,>
M<2024/07/29 01:40:40,316.20,316.20,315.50,317.13,0.00,0.01,-0.03,0.04,232.15,-0.09,-0.00,49.991,>
M<2024/07/29 01:40:50,316.17,316.17,315.50,317.13,0.00,0.01,-0.04,0.05,232.09,0.03,0.00,50.093,>
M<2024/07/29 01:41:00,316.15,316.15,315.38,317.13,0.00,0.01,-0.03,0.04,231.99,0.23,0.00,50.074,>
M<2024/07/29 01:41:10,316.22,316.22,315.50,317.25,0.00,0.01,-0.04,0.05,231.83,0.03,0.00,50.012,>
M<2024/07/29 01:41:20,316.25,316.25,315.63,317.13,0.00,0.01,-0.03,0.05,231.98,-0.04,-0.00,49.960,>
M<2024/07/29 01:41:30,316.27,316.27,315.63,317.25,0.00,0.01,-0.04,0.05,231.97,0.27,0.00,49.974,>
M<2024/07/29 01:41:40,316.38,316.38,315.63,317.38,0.00,0.01,-0.04,0.04,231.80,-0.03,-0.00,49.988,>
M<2024/07/29 01:41:50,316.39,316.39,315.75,317.38,0.00,0.01,-0.06,0.05,231.98,-0.12,-0.00,49.960,>
M<2024/07/29 01:42:00,316.35,316.35,315.50,317.38,0.00,0.01,-0.05,0.05,232.22,0.04,0.00,49.991,>
M<2024/07/29 01:42:11,316.41,316.41,315.63,317.38,0.00,0.01,-0.06,0.04,231.99,0.18,0.00,49.997,>
M<2024/07/29 01:42:21,316.39,316.39,315.63,317.50,0.00,0.01,-0.04,0.04,232.08,0.10,0.00,49.999,>
M<2024/07/29 01:42:31,316.44,316.44,315.75,317.63,0.00,0.01,-0.04,0.04,231.96,0.47,0.00,49.987,>
M<2024/07/29 01:42:41,316.49,316.49,315.75,317.38,0.00,0.01,-0.05,0.07,232.06,0.17,0.00,49.982,>
M<2024/07/29 01:42:51,316.53,316.53,315.88,317.63,0.00,0.01,-0.07,0.04,231.90,0.03,0.00,49.968,>
M<2024/07/29 01:43:02,316.48,316.48,315.88,317.38,0.00,0.01,-0.03,0.05,232.07,0.17,0.00,49.937,>
M<2024/07/29 01:43:12,316.55,316.55,315.75,317.63,0.00,0.01,-0.05,0.04,231.99,0.00,0.00,49.992,>
M<2024/07/29 01:43:22,316.63,316.63,315.88,317.63,0.00,0.01,-0.08,0.10,232.24,0.20,0.00,50.010,>
M<2024/07/29 01:43:32,316.69,316.69,315.88,317.75,0.00,0.01,-0.04,0.05,232.51,-0.03,-0.00,49.995,>
M<2024/07/29 01:43:42,316.71,316.71,315.88,317.75,0.00,0.01,-0.06,0.06,232.98,0.26,0.00,50.174,>
M<2024/07/29 01:43:52,316.68,316.68,316.00,317.75,0.00,0.01,-0.05,0.04,233.07,-0.12,-0.00,49.949,>
M<2024/07/29 01:44:02,316.87,316.87,316.13,317.88,0.00,0.01,-0.05,0.05,232.93,0.05,0.00,49.996,>
M<2024/07/29 01:44:12,316.83,316.83,316.13,317.88,0.00,0.01,-0.03,0.05,232.93,0.06,0.00,49.955,>
M<2024/07/29 01:44:22,316.90,316.90,316.25,318.00,0.00,0.01,-0.05,0.05,232.91,-0.12,-0.00,49.994,>
M<2024/07/29 01:44:32,316.83,316.83,316.13,317.75,0.00,0.01,-0.05,0.05,232.91,-0.18,-0.00,49.990,>
M<2024/07/29 01:44:42,316.88,316.87,316.13,317.88,0.00,0.01,-0.04,0.11,232.65,-0.24,-0.00,49.996,>
M<2024/07/29 01:44:52,316.93,316.93,316.25,317.88,0.00,0.01,-0.04,0.05,233.34,-0.05,-0.00,50.020,>
M<2024/07/29 01:45:02,316.92,316.92,316.13,318.00,0.00,0.01,-0.04,0.04,233.54,-0.06,-0.00,49.970,>
M<2024/07/29 01:45:12,316.90,316.90,316.25,318.00,0.00,0.01,-0.03,0.05,233.46,-0.18,-0.00,50.078,>
M<2024/07/29 01:45:22,316.97,316.97,316.13,318.00,0.00,0.01,-0.04,0.05,233.19,0.06,0.00,49.997,>
M<2024/07/29 01:45:32,317.01,317.01,316.25,317.88,0.00,0.01,-0.04,0.05,233.53,0.00,0.00,49.984,>
M<2024/07/29 01:45:42,317.10,317.10,316.38,318.00,0.00,0.01,-0.04,0.07,233.37,-0.12,-0.00,49.981,>
M<2024/07/29 01:45:52,317.06,317.06,316.38,318.13,0.00,0.01,-0.03,0.04,233.22,0.01,0.00,49.976,>
M<2024/07/29 01:46:02,317.06,317.06,316.25,318.00,0.00,0.01,-0.03,0.05,233.30,0.16,0.00,50.081,>
M<2024/07/29 01:46:12,317.12,317.12,316.38,318.13,0.00,0.01,-0.04,0.05,233.30,0.03,0.00,49.999,>
M<2024/07/29 01:46:22,317.21,317.21,316.50,318.13,0.00,0.01,-0.03,0.10,233.41,0.12,0.00,49.955,>
M<2024/07/29 01:46:32,317.16,317.16,316.38,318.13,0.00,0.01,-0.09,0.04,233.50,-0.22,-0.00,49.985,>
M<2024/07/29 01:46:42,317.23,317.23,316.50,318.13,0.00,0.01,-0.05,0.05,233.58,-0.19,-0.00,49.966,>
M<2024/07/29 01:46:53,317.25,317.25,316.50,318.25,0.00,0.01,-0.04,0.04,233.59,-0.27,-0.00,49.981,>
M<2024/07/29 01:47:03,317.28,317.28,316.63,318.25,0.00,0.01,-0.03,0.09,233.57,-0.13,-0.00,49.988,>
M<2024/07/29 01:47:13,317.37,317.37,316.75,318.38,0.00,0.01,-0.03,0.03,233.45,0.22,0.00,49.956,>
M<2024/07/29 01:47:23,317.43,317.43,316.63,318.38,0.00,0.01,-0.03,0.04,233.23,0.10,0.00,49.976,>
M<2024/07/29 01:47:33,317.40,317.40,316.75,318.38,0.00,0.01,-0.05,0.05,233.41,0.04,0.00,50.005,>
M<2024/07/29 01:47:43,317.33,317.33,316.63,318.38,0.00,0.01,-0.09,0.07,233.57,0.38,0.00,49.951,>
M<2024/07/29 01:47:53,317.40,317.40,316.63,318.50,0.00,0.01,-0.04,0.05,233.44,0.24,0.00,49.989,>
M<2024/07/29 01:48:03,317.48,317.48,316.75,318.38,0.00,0.01,-0.07,0.04,233.29,0.07,0.00,50.116,>
M<2024/07/29 01:48:13,317.52,317.52,316.75,318.50,0.00,0.01,-0.04,0.05,233.35,-0.04,-0.00,49.959,>
M<2024/07/29 01:48:23,317.55,317.55,316.88,318.63,0.00,0.01,-0.03,0.05,233.14,0.12,0.00,49.978,>
M<2024/07/29 01:48:33,317.58,317.58,316.75,318.63,0.00,0.01,-0.04,0.05,233.23,-0.01,-0.00,49.956,>
M<2024/07/29 01:48:43,317.63,317.63,316.88,318.63,0.00,0.01,-0.03,0.05,233.09,0.07,0.00,50.070,>
M<2024/07/29 01:48:53,317.67,317.67,317.00,318.63,0.00,0.01,-0.03,0.04,232.82,-0.28,-0.00,50.002,>
M<2024/07/29 01:49:03,317.68,317.68,317.00,318.75,0.00,0.01,-0.04,0.04,232.96,-0.29,-0.00,49.952,>
M<2024/07/29 01:49:13,317.73,317.73,317.00,318.63,0.00,0.01,-0.04,0.05,232.73,-0.08,-0.00,50.078,>
M<2024/07/29 01:49:23,317.74,317.74,317.13,318.63,0.00,0.01,-0.04,0.05,232.79,0.11,0.00,49.968,>
M<2024/07/29 01:49:33,317.76,317.76,317.13,318.63,0.00,0.01,-0.05,0.05,232.79,-0.07,-0.00,49.974,>
M<2024/07/29 01:49:43,317.72,317.72,317.00,318.63,0.00,0.01,-0.05,0.05,232.81,0.06,0.00,50.019,>
M<2024/07/29 01:49:54,317.75,317.75,317.13,318.63,0.00,0.01,-0.04,0.04,232.78,0.12,0.00,50.001,>
M<2024/07/29 01:50:04,317.93,317.93,317.25,318.88,0.00,0.01,-0.03,0.04,232.75,0.03,0.00,49.949,>
M<2024/07/29 01:50:14,317.93,317.93,317.25,318.88,0.00,0.01,-0.03,0.11,232.63,-0.11,-0.00,49.962,>
M<2024/07/29 01:50:24,317.91,317.91,317.25,319.13,0.00,0.01,-0.04,0.04,232.69,0.28,0.00,49.984,>
M<2024/07/29 01:50:34,317.94,317.94,317.25,319.00,0.00,0.01,-0.03,0.05,232.75,-0.04,-0.00,49.952,>
M<2024/07/29 01:50:44,317.92,317.92,317.13,318.88,0.00,0.01,-0.04,0.04,232.91,0.25,0.00,49.951,>
M<2024/07/29 01:50:54,317.92,317.92,317.13,318.88,0.00,0.01,-0.08,0.05,232.76,0.10,0.00,50.003,>
M<2024/07/29 01:51:04,318.03,318.03,317.38,319.13,0.00,0.01,-0.04,0.05,232.77,-0.15,-0.00,50.006,>
M<2024/07/29 01:51:14,318.01,318.01,317.25,319.00,0.00,0.01,-0.05,0.05,232.89,-0.03,-0.00,49.913,>
M<2024/07/29 01:51:24,318.05,318.05,317.38,319.00,0.00,0.01,-0.03,0.06,232.85,-0.00,-0.00,50.018,>
M<2024/07/29 01:51:34,318.05,318.05,317.25,319.00,0.00,0.01,-0.04,0.04,232.84,0.13,0.00,50.001,>
M<2024/07/29 01:51:44,318.09,318.09,317.25,319.13,0.00,0.01,-0.08,0.05,232.74,-0.00,-0.00,49.952,>
M<2024/07/29 01:51:54,318.17,318.16,317.38,319.13,0.00,0.01,-0.04,0.04,232.53,-0.02,-0.00,50.019,>
M<2024/07/29 01:52:04,318.15,318.15,317.38,319.13,0.00,0.01,-0.04,0.04,232.73,0.12,0.00,49.947,>
M<2024/07/29 01:52:14,318.17,318.17,317.50,319.25,0.00,0.01,-0.03,0.06,232.21,0.24,0.00,49.962,>
M<2024/07/29 01:52:24,318.23,318.23,317.38,319.25,0.00,0.01,-0.04,0.05,232.01,0.17,0.00,50.017,>
M<2024/07/29 01:52:34,318.25,318.25,317.63,319.13,0.00,0.01,-0.08,0.04,232.02,0.23,0.00,49.968,>
M<2024/07/29 01:52:44,318.26,318.26,317.50,319.25,0.00,0.01,-0.03,0.07,232.06,-0.15,-0.00,49.984,>
M<2024/07/29 01:52:54,318.33,318.33,317.63,319.25,0.00,0.01,-0.04,0.04,232.00,0.07,0.00,50.001,>
M<2024/07/29 01:53:04,318.35,318.35,317.63,319.25,0.00,0.01,-0.03,0.07,231.87,0.01,0.00,49.912,>
M<2024/07/29 01:53:14,318.35,318.35,317.63,319.38,0.00,0.01,-0.04,0.08,231.83,0.07,0.00,49.978,>
M<2024/07/29 01:53:24,318.35,318.35,317.75,319.38,0.00,0.01,-0.05,0.05,232.05,0.04,0.00,50.073,>
M<2024/07/29 01:53:34,318.40,318.40,317.75,319.50,0.00,0.01,-0.06,0.05,231.91,-0.10,-0.00,50.028,>
M<2024/07/29 01:53:44,318.35,318.35,317.50,319.25,0.00,0.01,-0.03,0.05,232.53,0.17,0.00,50.010,>
M<2024/07/29 01:53:54,318.42,318.42,317.75,319.38,0.00,0.01,-0.03,0.05,232.51,0.17,0.00,49.993,>
M<2024/07/29 01:54:04,318.56,318.56,317.75,319.63,0.00,0.01,-0.03,0.05,232.36,-0.01,-0.00,50.002,>
M<2024/07/29 01:54:14,318.58,318.58,317.75,319.50,0.00,0.01,-0.04,0.04,232.48,0.24,0.00,49.973,>
M<2024/07/29 01:54:24,318.55,318.55,317.88,319.50,0.00,0.01,-0.05,0.05,232.43,0.28,0.00,49.981,>
M<2024/07/29 01:54:34,318.53,318.53,317.75,319.50,0.00,0.01,-0.04,0.04,232.61,0.04,0.00,50.002,>
M<2024/07/29 01:54:44,318.58,318.58,317.75,319.63,0.00,0.01,-0.04,0.04,232.48,0.25,0.00,49.980,>
M<2024/07/29 01:54:54,318.59,318.59,317.75,319.63,0.00,0.01,-0.05,0.04,232.27,0.16,0.00,50.112,>
M<2024/07/29 01:55:04,318.69,318.69,318.00,319.75,0.00,0.01,-0.05,0.04,232.31,0.21,0.00,49.981,>
M<2024/07/29 01:55:14,318.69,318.69,318.00,319.75,0.00,0.01,-0.03,0.04,232.29,-0.01,-0.00,50.093,>
M<2024/07/29 01:55:24,318.71,318.71,317.88,319.75,0.00,0.01,-0.07,0.05,232.32,-0.09,-0.00,50.015,>
M<2024/07/29 01:55:34,318.74,318.74,317.88,319.75,0.00,0.01,-0.04,0.05,232.35,-0.14,-0.00,50.008,>
M<2024/07/29 01:55:44,318.75,318.75,317.88,319.75,0.00,0.01,-0.04,0.05,232.30,0.17,0.00,49.971,>
M<2024/07/29 01:55:55,318.73,318.73,318.00,319.75,0.00,0.01,-0.03,0.04,232.38,0.07,0.00,49.973,>
M<2024/07/29 01:56:05,318.73,318.73,318.00,319.75,0.00,0.01,-0.04,0.04,232.42,0.22,0.00,49.979,>
M<2024/07/29 01:56:15,318.78,318.78,318.13,319.75,0.00,0.01,-0.03,0.04,232.29,-0.17,-0.00,49.975,>
M<2024/07/29 01:56:25,318.82,318.82,318.13,319.88,0.00,0.01,-0.03,0.04,232.11,-0.02,-0.00,49.953,>
M<2024/07/29 01:56:35,318.85,318.85,318.13,319.88,0.00,0.01,-0.05,0.05,232.13,0.31,0.00,50.090,>
M<2024/07/29 01:56:46,318.80,318.80,318.13,319.75,0.00,0.01,-0.03,0.05,232.53,0.06,0.00,49.996,>
M<2024/07/29 01:56:56,318.89,318.89,318.25,320.00,0.00,0.01,-0.03,0.05,232.48,0.24,0.00,50.026,>
M<2024/07/29 01:57:06,318.87,318.87,318.13,319.75,0.00,0.01,-0.05,0.09,232.45,0.26,0.00,50.086,>
M<2024/07/29 01:57:16,318.99,318.99,318.25,320.00,0.00,0.01,-0.08,0.05,232.38,-0.00,-0.00,49.984,>
M<2024/07/29 01:57:26,319.02,319.02,318.38,320.00,0.00,0.01,-0.04,0.07,232.22,-0.07,-0.00,49.973,>
M<2024/07/29 01:57:36,318.96,318.96,318.25,319.88,0.00,0.01,-0.04,0.05,232.42,0.03,0.00,49.980,>
M<2024/07/29 01:57:46,319.02,319.02,318.25,320.00,0.00,0.01,-0.05,0.04,232.35,0.05,0.00,49.945,>
M<2024/07/29 01:57:56,319.10,319.10,318.38,320.13,0.00,0.01,-0.03,0.04,232.21,0.05,0.00,49.986,>
M<2024/07/29 01:58:06,319.21,319.21,318.38,320.25,0.00,0.01,-0.04,0.05,232.17,0.34,0.00,50.079,>
M<2024/07/29 01:58:16,319.24,319.24,318.50,320.13,0.00,0.01,-0.05,0.05,232.18,0.13,0.00,50.211,>
M<2024/07/29 01:58:26,319.20,319.20,318.50,320.25,0.00,0.01,-0.04,0.07,232.14,0.11,0.00,49.985,>
M<2024/07/29 01:58:36,319.20,319.20,318.38,320.38,0.00,0.01,-0.06,0.05,232.20,-0.00,-0.00,49.983,>
M<2024/07/29 01:58:46,319.25,319.25,318.38,320.25,0.00,0.01,-0.05,0.05,232.05,0.19,0.00,49.937,>
M<2024/07/29 01:58:56,319.19,319.19,318.50,320.13,0.00,0.01,-0.06,0.05,231.18,0.24,0.00,50.119,>
M<2024/07/29 01:59:06,319.30,319.30,318.63,320.50,0.00,0.01,-0.04,0.04,230.84,0.07,0.00,49.979,>
M<2024/07/29 01:59:16,319.22,319.22,318.50,320.25,0.00,0.01,-0.03,0.05,231.08,0.09,0.00,50.060,>
M<2024/07/29 01:59:26,319.33,319.33,318.50,320.25,0.00,0.01,-0.03,0.04,231.26,-0.15,-0.00,49.985,>
M<2024/07/29 01:59:36,319.36,319.36,318.63,320.50,0.00,0.01,-0.03,0.05,231.21,-0.19,-0.00,49.956,>
M<2024/07/29 01:59:47,319.35,319.35,318.63,320.38,0.00,0.01,-0.03,0.11,231.41,0.02,0.00,49.995,>
M<2024/07/29 01:59:57,319.46,319.46,318.75,320.50,0.00,0.01,-0.03,0.04,232.25,0.25,0.00,49.974,>
M<2024/07/29 02:00:07,319.55,319.55,318.88,320.63,0.00,0.01,-0.03,0.04,232.38,0.21,0.00,50.069,>
M<2024/07/29 02:00:17,319.53,319.53,318.88,320.63,0.00,0.01,-0.05,0.04,232.45,0.19,0.00,49.887,>
M<2024/07/29 02:00:27,319.58,319.58,318.88,320.75,0.00,0.01,-0.06,0.10,231.94,-0.02,-0.00,49.925,>
M<2024/07/29 02:00:37,319.62,319.62,318.88,320.75,0.00,0.01,-0.08,0.05,231.99,0.35,0.00,49.936,>
M<2024/07/29 02:00:47,319.61,319.61,318.88,320.75,0.00,0.01,-0.10,0.04,232.01,0.44,0.00,49.933,>
M<2024/07/29 02:00:57,319.60,319.60,318.75,320.63,0.00,0.01,-0.04,0.05,232.07,0.17,0.00,49.906,>
M<2024/07/29 02:01:07,319.64,319.64,319.00,320.50,0.00,0.01,-0.04,0.06,232.37,-0.23,-0.00,49.890,>
M<2024/07/29 02:01:17,319.65,319.65,319.00,320.63,0.00,0.01,-0.05,0.07,232.47,-0.06,-0.00,49.930,>
M<2024/07/29 02:01:27,319.70,319.70,318.88,320.75,0.00,0.01,-0.03,0.05,232.42,0.20,0.00,49.968,>
M<2024/07/29 02:01:37,319.78,319.78,319.00,320.75,0.00,0.01,-0.07,0.06,232.32,-0.27,-0.00,49.964,>
M<2024/07/29 02:01:47,319.77,319.77,319.00,320.75,0.00,0.01,-0.04,0.05,232.26,-0.25,-0.00,49.950,>
M<2024/07/29 02:01:57,319.81,319.81,319.00,320.88,0.00,0.01,-0.04,0.08,232.39,0.04,0.00,49.967,>
M<2024/07/29 02:02:07,319.87,319.87,319.25,320.75,0.00,0.01,-0.04,0.05,232.17,-0.21,-0.00,49.954,>
M<2024/07/29 02:02:17,319.83,319.83,319.13,320.88,0.00,0.01,-0.04,0.08,231.87,-0.36,-0.00,49.952,>
M<2024/07/29 02:02:27,319.79,319.79,319.00,320.75,0.00,0.01,-0.03,0.04,231.90,0.24,0.00,49.977,>
M<2024/07/29 02:02:37,319.90,319.90,319.25,320.88,0.00,0.01,-0.04,0.05,231.86,0.18,0.00,49.959,>
M<2024/07/29 02:02:48,319.92,319.92,319.25,320.88,0.00,0.01,-0.04,0.05,231.85,0.20,0.00,49.966,>
M<2024/07/29 02:02:58,319.92,319.92,319.25,320.88,0.00,0.01,-0.03,0.04,231.77,-0.13,-0.00,49.954,>
M<2024/07/29 02:03:08,319.95,319.95,319.25,321.00,0.00,0.01,-0.09,0.05,231.69,-0.03,-0.00,49.964,>
M<2024/07/29 02:03:18,319.97,319.97,319.25,320.88,0.00,0.01,-0.03,0.05,231.80,0.27,0.00,49.947,>
M<2024/07/29 02:03:28,320.13,320.13,319.50,321.13,0.00,0.01,-0.03,0.04,231.70,0.12,0.00,49.952,>
M<2024/07/29 02:03:39,320.13,320.13,319.38,321.25,0.00,0.01,-0.04,0.05,231.41,0.03,0.00,49.945,>
M<2024/07/29 02:03:49,320.15,320.15,319.38,321.13,0.00,0.01,-0.03,0.07,231.32,0.19,0.00,49.966,>
M<2024/07/29 02:03:59,320.11,320.11,319.25,321.13,0.00,0.01,-0.05,0.04,231.49,0.02,0.00,49.931,>
M<2024/07/29 02:04:09,320.11,320.11,319.38,321.25,0.00,0.01,-0.04,0.04,231.38,-0.02,-0.00,49.940,>
M<2024/07/29 02:04:19,320.09,320.09,319.38,321.13,0.00,0.01,-0.08,0.06,231.49,0.00,0.00,49.958,>
M<2024/07/29 02:04:29,320.17,320.17,319.50,321.13,0.00,0.01,-0.04,0.10,231.71,0.12,0.00,49.946,>
